Unnamed: 0,match_id,datetime,team1_id,team2_id,team1,team2,t1_score,t2_score,win,format,team1_rank,team2_rank,lan,elim,t1_mu,t1_sigma,t2_mu,t2_sigma,ts_win_prob,t1_elo,t2_elo,elo_win_prob,t1_age,t1_xp,t2_age,t2_xp,t1_mp,t1_wr,t1_ws,t1_rust,t2_mp,t2_wr,t2_ws,t2_rust,h2h_maps,h2h_wr,h2h_rwp,t1_avg_hltv_rating,t1_sd_hltv_rating,t1_avg_fk_pr,t1_sd_fk_pr,t1_avg_cl_pr,t1_sd_cl_pr,t1_avg_pl_rating,t1_sd_pl_rating,t1_avg_pl_adr,t1_sd_pl_adr,t1_avg_plr_kast,t1_sd_plr_kast,t1_avg_pistol_wr,t1_sd_pistol_wr,t2_avg_hltv_rating,t2_sd_hltv_rating,t2_avg_fk_pr,t2_sd_fk_pr,t2_avg_cl_pr,t2_sd_cl_pr,t2_avg_pl_rating,t2_sd_pl_rating,t2_avg_pl_adr,t2_sd_pl_adr,t2_avg_plr_kast,t2_sd_plr_kast,t2_avg_pistol_wr,t2_sd_pistol_wr,t1_mrg_mp,t1_mrg_wr,t1_mrg_rwr,t1_inf_mp,t1_inf_wr,t1_inf_rwr,t1_ovp_mp,t1_ovp_wr,t1_ovp_rwr,t1_nuk_mp,t1_nuk_wr,t1_nuk_rwr,t1_vtg_mp,t1_vtg_wr,t1_vtg_rwr,t1_anc_mp,t1_anc_wr,t1_anc_rwr,t1_anu_mp,t1_anu_wr,t1_anu_rwr,t2_mrg_mp,t2_mrg_wr,t2_mrg_rwr,t2_inf_mp,t2_inf_wr,t2_inf_rwr,t2_ovp_mp,t2_ovp_wr,t2_ovp_rwr,t2_nuk_mp,t2_nuk_wr,t2_nuk_rwr,t2_vtg_mp,t2_vtg_wr,t2_vtg_rwr,t2_anc_mp,t2_anc_wr,t2_anc_rwr,t2_anu_mp,t2_anu_wr,t2_anu_rwr,map_xp,map_wr,map_rwr,age_diff,xp_diff,mp_diff,wr_diff,ws_diff,rust_diff,avg_hltv_rating_diff,sd_hltv_rating_diff,avg_fk_pr_diff,sd_fk_pr_diff,avg_cl_pr_diff,sd_cl_pr_diff,avg_pl_rating_diff,sd_pl_rating_diff,avg_pl_adr_diff,sd_pl_adr_diff,avg_plr_kast_diff,sd_plr_kast_diff,avg_pistol_wr_diff,sd_pistol_wr_diff,mrg_mp_diff,mrg_wr_diff,mrg_rwr_diff,inf_mp_diff,inf_wr_diff,inf_rwr_diff,ovp_mp_diff,ovp_wr_diff,ovp_rwr_diff,nuk_mp_diff,nuk_wr_diff,nuk_rwr_diff,vtg_mp_diff,vtg_wr_diff,vtg_rwr_diff,anc_mp_diff,anc_wr_diff,anc_rwr_diff,anu_mp_diff,anu_wr_diff,anu_rwr_diff
541,2336065,2019-09-20 12:00,10020,8637,aristocracy,sprout,10,16,0,1,41,33,1,0,24.50085635,3.43028491,25.78327873,2.492352366,0.346451685,993.7317712,998.2160697,0.493546934,108,17,9,6,8,0.375,1,8,18,0.388888889,0,3,0,0.0,0.0,1.105789474,0.191319952,15.21052632,3.221293421,1.947368421,0.998613998,1.105473684,0.190797597,75.99473684,6.264243869,70.32631579,7.157085713,0.421052632,0.372161464,1.056153846,0.197154311,13.8974359,4.106248346,1.564102564,1.236099569,1.056205128,0.196670645,73.49948718,8.104169851,69.94769231,7.831880431,0.564102564,0.378585207,4.0,0.5,0.528,1.0,0.0,0.4074074074074074,1.0,0.0,0.4666666666666667,5.0,0.4,0.5328467153284672,3.0,0.6666666666666666,0.5846153846153846,3.0,0.6666666666666666,0.5584415584415584,2.0,0.0,0.4074074074074074,6.0,0.3333333333333333,0.4642857142857143,10.0,0.5,0.4981549815498155,3.0,0.0,0.4269662921348314,4.0,0.75,0.6421052631578947,0.0,0.0,0.0,8.0,0.375,0.48559670781893,8.0,0.375,0.4834123222748815,-3.0,0.0,1.0,99,11,-10,-0.013888889,1,5,0.0496356280000001,-0.005834359,1.31309042,-0.8849549250000002,0.383265857,-0.2374855710000001,0.0492685559999999,-0.0058730479999999,2.495249659999999,-1.839925982,0.3786234800000017,-0.6747947180000002,-0.143049932,-0.0064237429999999,-2.0,0.1666666666666666,0.0637142857142857,-9.0,-0.5,-0.0907475741424081,-2.0,0.0,0.0397003745318352,1.0,-0.35,-0.1092585478294275,3.0,0.6666666666666666,0.5846153846153846,-5.0,0.2916666666666666,0.0728448506226283,-6.0,-0.375,-0.0760049148674741
542,2336081,2019-09-14 20:55,8297,10150,furia,cr4zy,2,0,1,3,14,12,1,1,26.4801383,2.81848731,27.65084928,2.360486113,0.353122511,1018.32529,1006.037537,0.517676129,64,19,96,28,23,0.608695652,1,0,20,0.6,1,0,1,0.0,0.407407407,1.10047619,0.203866814,13.57142857,4.042293415,1.595238095,1.176344698,1.100619048,0.203148779,76.40761905,8.660974269,70.72047619,8.041382833,0.5,0.377964473,1.095238095,0.202534396,13.64285714,3.308153193,1.333333333,1.083791112,1.095285714,0.202339094,74.61238095,7.900174745,70.77904762,6.967340071,0.5,0.361873432,6.0,1.0,0.631578947368421,5.0,0.4,0.4774774774774775,6.0,0.5,0.4814814814814814,12.0,0.5833333333333334,0.5304878048780488,4.0,0.75,0.5849056603773585,9.0,0.6666666666666666,0.525,0.0,0.0,0.0,9.0,0.8888888888888888,0.6088888888888889,7.0,0.0,0.4363636363636363,1.0,0.0,0.238095238095238,4.0,0.75,0.52,2.0,0.5,0.4666666666666667,10.0,0.4,0.4729241877256318,9.0,0.8888888888888888,0.5746268656716418,-1.0,3.0,5.0,-32,-9,3,0.0086956519999999,0,0,0.0052380949999999,0.001332418,-0.0714285700000001,0.7341402219999997,0.2619047620000001,0.0925535860000001,0.0053333339999999,0.000809685,1.7952380999999915,0.7607995240000003,-0.0585714300000006,1.0740427620000004,0.0,0.016091041,-3.0,0.1111111111111111,0.022690058479532,-2.0,0.4,0.0411138411138411,5.0,0.5,0.2433862433862433,8.0,-0.1666666666666666,0.0104878048780487,2.0,0.25,0.1182389937106918,-1.0,0.2666666666666666,0.0520758122743682,-9.0,-0.8888888888888888,-0.5746268656716418
585,2336271,2019-09-20 14:00,8305,8637,dreameaters,sprout,9,16,1,1,18,33,1,0,27.47660264,4.252563772,25.78327873,2.492352366,0.688911754,1030.06524,998.2160697,0.545706684,228,27,9,7,24,0.583333333,0,0,19,0.421052632,1,0,0,0.0,0.0,1.06,0.181781309,13.86666667,2.910517327,1.4,1.162373052,1.059511111,0.181395654,72.97155556,8.407998825,69.396,7.208924839,0.588888889,0.338113868,1.05825,0.195113909,13.85,4.065402809,1.65,1.333229163,1.05825,0.194616129,73.5585,8.010708318,69.9875,7.737357026,0.5625,0.373956883,8.0,0.625,0.519650655021834,9.0,0.5555555555555556,0.5172413793103449,11.0,0.5454545454545454,0.5363321799307958,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.4923857868020304,10.0,0.4,0.4816176470588235,7.0,0.4285714285714285,0.4845360824742268,10.0,0.5,0.4981549815498155,3.0,0.0,0.4269662921348314,4.0,0.75,0.6421052631578947,0.0,0.0,0.0,8.0,0.375,0.48559670781893,8.0,0.375,0.4834123222748815,0.0,4.0,2.0,219,20,5,0.162280701,-1,0,0.0017500000000001,-0.0133326,0.0166666700000011,-1.154885482,-0.25,-0.1708561109999999,0.001261111,-0.013220475,-0.5869444399999963,0.3972905069999992,-0.5914999999999964,-0.5284321869999999,0.026388889,-0.035843015,1.0,0.1964285714285714,0.0351145725476072,-1.0,0.0555555555555555,0.0190863977605293,8.0,0.5454545454545454,0.1093658877959644,-4.0,-0.75,-0.6421052631578947,0.0,0.0,0.0,-1.0,0.1964285714285714,0.0067890789831003,2.0,0.025,-0.0017946752160579
586,2336272,2019-09-20 14:05,8297,8813,furia,illuminar,14,16,0,1,13,69,1,0,26.93522162,2.792594912,25.39294809,3.122314363,0.683266749,1023.067306,963.7069226,0.584604831,70,21,34,11,25,0.6,0,0,14,0.357142857,0,3,0,0.0,0.0,1.108888889,0.200535087,13.68888889,4.043223259,1.733333333,1.289271974,1.108844444,0.199755179,76.65555556,8.425686535,71.07511111,7.887727915,0.488888889,0.372512325,1.04,0.186493968,14.23333333,4.492091817,2.3,1.864582169,1.040066667,0.18721644,73.85466667,7.656246136,68.272,8.034491645,0.533333333,0.339934634,7.0,1.0,0.632768361581921,5.0,0.4,0.4774774774774775,7.0,0.5714285714285714,0.5081081081081081,12.0,0.5833333333333334,0.5304878048780488,5.0,0.8,0.5864661654135338,9.0,0.6666666666666666,0.525,0.0,0.0,0.0,5.0,0.0,0.4144736842105263,3.0,0.6666666666666666,0.5647058823529412,7.0,0.5714285714285714,0.5230769230769231,6.0,0.5,0.4911242603550296,6.0,0.6666666666666666,0.5454545454545454,3.0,0.0,0.4074074074074074,0.0,0.0,0.0,3.0,3.0,2.0,36,10,11,0.242857143,0,-3,0.0688888889999999,0.0140411189999999,-0.5444444400000013,-0.448868558,-0.5666666669999998,-0.5753101949999999,0.0687777769999999,0.0125387389999999,2.800888889999996,0.7694403990000005,2.803111109999989,-0.1467637299999991,-0.0444444439999999,0.0325776909999999,2.0,1.0,0.2182946773713946,2.0,-0.2666666666666666,-0.0872284048754636,0.0,0.0,-0.0149688149688149,6.0,0.0833333333333333,0.0393635445230192,-1.0,0.1333333333333334,0.0410116199589883,6.0,0.6666666666666666,0.1175925925925926,0.0,0.0,0.0
587,2336273,2019-09-20 16:00,8772,10020,syman,aristocracy,1,2,0,3,24,41,1,1,25.54096411,5.611979719,24.50085635,3.43028491,0.603835335,1042.186129,993.7317712,0.569282827,70,15,108,18,14,0.571428571,1,0,9,0.333333333,0,0,0,0.0,0.0,1.0084,0.263433939,12.84,4.076076545,1.16,1.083697375,1.00792,0.263374702,71.7136,8.592956595,66.1624,10.14057406,0.58,0.305941171,1.101,0.187640614,15.15,3.150793551,1.9,0.994987437,1.1006,0.18717596,75.897,6.120474736,70.463,7.001260672,0.425,0.363145976,5.0,0.6,0.5365853658536586,7.0,0.2857142857142857,0.4057142857142857,1.0,0.0,0.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4,0.5067567567567568,7.0,0.5714285714285714,0.5135135135135135,5.0,0.4,0.5033112582781457,1.0,0.0,0.4074074074074074,1.0,0.0,0.4666666666666667,5.0,0.4,0.5328467153284672,3.0,0.6666666666666666,0.5846153846153846,3.0,0.6666666666666666,0.5584415584415584,2.0,0.0,0.4074074074074074,1.0,0.0,-3.0,-38,-3,5,0.238095238,1,0,-0.0926,0.075793325,-2.3100000000000005,0.9252829940000002,-0.74,0.088709938,-0.0926800000000001,0.076198742,-4.183400000000006,2.472481859,-4.300599999999989,3.1393133880000006,0.1549999999999999,-0.0572048049999999,0.0,0.1999999999999999,0.0332741075755128,6.0,0.2857142857142857,-0.0016931216931216,0.0,0.0,-0.2285714285714286,-5.0,-0.4,-0.5328467153284672,-3.0,-0.6666666666666666,-0.5846153846153846,2.0,-0.2666666666666666,-0.0516848016848016,5.0,0.5714285714285714,0.1061061061061061
588,2336275,2019-09-20 20:40,8305,10020,dreameaters,aristocracy,0,2,0,3,18,41,1,0,27.47660264,4.252563772,24.50085635,3.43028491,0.796177439,1030.06524,993.7317712,0.552098285,228,28,108,19,25,0.6,1,0,10,0.4,1,0,0,0.0,0.0,1.054782609,0.183169429,13.73913043,3.003148946,1.391304348,1.151148026,1.054304348,0.182781393,72.81086957,8.385672778,69.17434783,7.283521202,0.586956522,0.334669659,1.097391304,0.183710959,15.26086957,3.528978067,1.826086957,1.048898964,1.096956522,0.183376893,75.43565217,6.250701405,70.56,6.697714081,0.434782609,0.339576073,8.0,0.625,0.519650655021834,9.0,0.5555555555555556,0.5172413793103449,11.0,0.5454545454545454,0.5363321799307958,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.4923857868020304,11.0,0.3636363636363636,0.4713804713804714,6.0,0.5,0.5080213903743316,2.0,0.0,0.3469387755102041,1.0,0.0,0.4666666666666667,5.0,0.4,0.5328467153284672,4.0,0.75,0.5806451612903226,3.0,0.6666666666666666,0.5584415584415584,2.0,0.0,0.4074074074074074,3.0,1.0,1.0,120,9,15,0.1999999999999999,0,0,-0.0426086949999999,-0.00054153,-1.521739140000001,-0.5258291210000001,-0.434782609,0.102249062,-0.0426521739999998,-0.0005955,-2.624782600000003,2.134971373,-1.3856521700000002,0.5858071210000002,0.152173913,-0.0049064139999999,2.0,0.125,0.0116292646475024,7.0,0.5555555555555556,0.1703026038001407,10.0,0.5454545454545454,0.0696655132641291,-5.0,-0.4,-0.5328467153284672,-4.0,-0.75,-0.5806451612903226,4.0,-0.0952380952380952,-0.0660557716395279,9.0,0.3636363636363636,0.063973063973064
589,2336276,2019-09-20 20:20,8297,7532,furia,big,2,0,1,3,13,22,1,0,26.93522162,2.792594912,27.98143958,3.970464924,0.379875601,1023.067306,1047.548657,0.464826698,70,22,9,7,26,0.576923077,0,0,17,0.764705882,6,0,1,1.0,0.695652174,1.107608696,0.198529209,13.69565217,3.999291052,1.695652174,1.299992729,1.107478261,0.197784439,76.64304348,8.33402243,71.0226087,7.809466506,0.489130435,0.368444593,1.0334375,0.244126112,12.5625,3.50836055,1.4375,0.863767185,1.0325,0.244056346,72.3325,9.545945147,67.868125,10.11664947,0.5,0.353553391,7.0,1.0,0.632768361581921,5.0,0.4,0.4774774774774775,7.0,0.5714285714285714,0.5081081081081081,12.0,0.5833333333333334,0.5304878048780488,6.0,0.6666666666666666,0.5644171779141104,9.0,0.6666666666666666,0.525,0.0,0.0,0.0,3.0,1.0,0.6857142857142857,7.0,0.5714285714285714,0.5138121546961326,7.0,0.2857142857142857,0.4345238095238095,3.0,0.0,0.3513513513513513,1.0,0.0,0.3333333333333333,3.0,1.0,0.6219512195121951,8.0,0.625,0.5063829787234042,2.0,0.0,-1.0,61,15,9,-0.187782805,-6,0,0.074171196,-0.0455969029999999,1.133152170000001,0.4909305019999999,0.2581521739999999,0.4362255439999999,0.074978261,-0.046271907,4.310543480000007,-1.2119227170000002,3.1544837,-2.307182964000001,-0.010869565,0.0148912019999999,4.0,0.0,-0.0529459241323647,-2.0,-0.1714285714285713,-0.0363346772186551,0.0,0.2857142857142857,0.0735842985842986,9.0,0.5833333333333334,0.1791364535266974,5.0,0.6666666666666666,0.231083844580777,6.0,-0.3333333333333333,-0.0969512195121951,-8.0,-0.625,-0.5063829787234042
590,2336277,2019-09-21 12:30,8637,8297,sprout,furia,2,1,1,3,33,13,1,1,26.36397932,2.513848679,26.7194886,2.775091851,0.454686095,993.151539,1033.249349,0.44254946,10,8,71,23,20,0.4,0,1,27,0.592592593,1,1,1,1.0,0.666666667,1.063658537,0.195731973,13.92682927,4.044811455,1.609756098,1.341241667,1.063853659,0.195467864,73.75414634,8.008582279,70.13414634,7.698489233,0.56097561,0.369494083,1.109166667,0.194559688,13.72916667,3.930328566,1.645833333,1.298871038,1.109083333,0.193845711,76.61083333,8.16152555,71.07,7.65092587,0.46875,0.373695648,7.0,0.4285714285714285,0.4845360824742268,10.0,0.5,0.4981549815498155,3.0,0.0,0.4269662921348314,4.0,0.75,0.6421052631578947,0.0,0.0,0.0,8.0,0.375,0.48559670781893,9.0,0.4444444444444444,0.5,7.0,1.0,0.632768361581921,5.0,0.4,0.4774774774774775,7.0,0.5714285714285714,0.5081081081081081,13.0,0.6153846153846154,0.5322128851540616,6.0,0.6666666666666666,0.5644171779141104,10.0,0.7,0.5358490566037736,0.0,0.0,0.0,-2.0,-1.0,-1.0,-61,-15,-7,-0.1925925929999999,-1,0,-0.0455081299999999,0.0011722849999999,0.197662600000001,0.1144828889999995,-0.0360772349999998,0.0423706290000001,-0.045229674,0.0016221529999999,-2.85668699,-0.1529432709999998,-0.9358536599999924,0.047563363,0.0922256099999999,-0.004201565,0.0,-0.5714285714285714,-0.1482322791076941,5.0,0.0999999999999999,0.020677504072338,-4.0,-0.5714285714285714,-0.0811418159732766,-9.0,0.1346153846153845,0.1098923780038331,-6.0,-0.6666666666666666,-0.5644171779141104,-2.0,-0.3249999999999999,-0.0502523487848435,9.0,0.4444444444444444,0.5
591,2336278,2019-09-21 16:30,8813,10020,illuminar,aristocracy,2,1,1,3,69,41,1,1,25.73956318,3.051277172,24.09527192,3.38984729,0.689103214,965.3518733,988.7963019,0.466311871,35,12,109,20,15,0.4,1,1,11,0.454545455,2,1,2,1.0,0.627525253,1.040967742,0.183537899,14.29032258,4.430055329,2.290322581,1.835027439,1.041032258,0.184247989,73.84903226,7.531809257,68.28451613,7.904138091,0.532258065,0.334458732,1.1148,0.186099328,15.12,3.647684197,1.92,1.092520023,1.1144,0.18577664,76.212,6.627605299,71.3152,6.915879189,0.44,0.326190129,5.0,0.0,0.4144736842105263,3.0,0.6666666666666666,0.5647058823529412,7.0,0.5714285714285714,0.5230769230769231,6.0,0.5,0.4911242603550296,7.0,0.7142857142857143,0.543859649122807,3.0,0.0,0.4074074074074074,0.0,0.0,0.0,6.0,0.5,0.5080213903743316,2.0,0.0,0.3469387755102041,2.0,0.5,0.5454545454545454,5.0,0.4,0.5328467153284672,5.0,0.8,0.6194690265486725,3.0,0.6666666666666666,0.5584415584415584,2.0,0.0,0.4074074074074074,2.0,0.0,-5.0,-74,-8,4,-0.0545454549999999,-1,0,-0.0738322579999999,-0.002561429,-0.8296774199999994,0.7823711320000002,0.3703225809999999,0.742507416,-0.073367742,-0.0015286509999999,-2.362967740000002,0.904203958,-3.0306838700000043,0.988258902,0.0922580649999999,0.0082686029999999,-1.0,-0.5,-0.0935477061638052,1.0,0.6666666666666666,0.2177671068427371,5.0,0.0714285714285714,-0.0223776223776223,1.0,0.0999999999999999,-0.0417224549734375,2.0,-0.0857142857142857,-0.0756093774258654,0.0,-0.6666666666666666,-0.151034151034151,-2.0,0.0,-0.4074074074074074
592,2336279,2019-09-22 14:00,8637,8813,sprout,illuminar,0,3,0,5,33,69,1,1,26.08270515,2.456291771,26.23433704,3.017647455,0.480860419,1009.015515,970.5602681,0.555116658,11,9,36,13,21,0.428571429,1,1,16,0.4375,2,1,0,0.0,0.0,1.065909091,0.196495642,13.88636364,3.955524957,1.681818182,1.473596825,1.066,0.196233164,73.81090909,7.880066283,70.15863636,7.869259406,0.556818182,0.35700632,1.046176471,0.179673146,14.35294118,4.283225509,2.235294118,1.766665579,1.046411765,0.180319833,73.98058824,7.457259369,68.63882353,7.691253919,0.529411765,0.341733825,8.0,0.5,0.5045871559633027,11.0,0.4545454545454545,0.4864864864864865,3.0,0.0,0.4269662921348314,4.0,0.75,0.6421052631578947,0.0,0.0,0.0,9.0,0.4444444444444444,0.4926470588235294,9.0,0.4444444444444444,0.5,6.0,0.1666666666666666,0.4438202247191011,3.0,0.6666666666666666,0.5647058823529412,8.0,0.5,0.5112107623318386,7.0,0.5714285714285714,0.5,7.0,0.7142857142857143,0.543859649122807,3.0,0.0,0.4074074074074074,0.0,0.0,0.0,1.0,1.0,1.0,-25,-4,5,-0.0089285709999999,-1,0,0.0197326199999998,0.0168224959999999,-0.4665775399999994,-0.327700552,-0.5534759360000001,-0.2930687540000001,0.019588235,0.0159133309999999,-0.1696791500000074,0.4228069139999997,1.5198128300000064,0.178005487,0.027406417,0.0152724949999999,2.0,0.3333333333333333,0.0607669312442016,8.0,-0.2121212121212121,-0.0782193958664546,-5.0,-0.5,-0.0842444701970071,-3.0,0.1785714285714286,0.1421052631578947,-7.0,-0.7142857142857143,-0.543859649122807,6.0,0.4444444444444444,0.085239651416122,9.0,0.4444444444444444,0.5
678,2336537,2019-10-05 16:00,8346,7718,heretics,movistar-riders,2,1,1,3,39,57,1,1,24.53131145,3.099149828,24.81357553,2.997899739,0.465798408,911.5165437,989.2977986,0.389897071,10,6,71,21,25,0.32,0,9,20,0.35,1,4,2,1.0,0.56512605,1.010833333,0.188355087,12.9,3.722454387,1.4,1.171893055,1.0105,0.188262804,71.47166667,7.542110484,68.02566667,7.307943707,0.383333333,0.357848509,1.023409091,0.180730125,13.06818182,3.31934911,1.386363636,1.265196878,1.024818182,0.181145004,72.31863636,7.15185087,69.34272727,6.932787175,0.443181818,0.35700632,4.0,0.0,0.4234234234234234,15.0,0.5333333333333333,0.4897959183673469,6.0,0.3333333333333333,0.4457831325301205,9.0,0.3333333333333333,0.4349775784753363,1.0,0.0,0.4722222222222222,5.0,0.2,0.4469696969696969,20.0,0.35,0.4771371769383697,3.0,0.0,0.3780487804878049,10.0,0.4,0.5,7.0,0.2857142857142857,0.4630541871921182,9.0,0.2222222222222222,0.425,1.0,0.0,0.4411764705882353,14.0,0.5714285714285714,0.5313351498637602,0.0,0.0,0.0,1.0,3.0,1.0,-61,-15,5,-0.0299999999999999,-1,5,-0.0125757580000001,0.007624962,-0.1681818199999991,0.4031052769999999,0.0136363639999999,-0.093303823,-0.014318182,0.0071178,-0.8469696899999946,0.3902596140000005,-1.3170605999999907,0.3751565320000001,-0.059848485,0.0008421889999999,1.0,0.0,0.0453746429356185,5.0,0.1333333333333333,-0.010204081632653,-1.0,0.0476190476190476,-0.0172710546619977,0.0,0.1111111111111111,0.0099775784753363,0.0,0.0,0.0310457516339869,-9.0,-0.3714285714285714,-0.0843654528940632,20.0,0.35,0.4771371769383697
694,2336584,2019-09-28 17:05,7606,9976,vici,gambit-youngsters,11,16,0,1,49,36,1,1,22.68062965,5.750996643,25.11237583,5.402234506,0.292066721,1053.860752,1029.944493,0.534364004,113,2,66,14,0,0.0,0,113,13,0.384615385,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.230696098,13.0,5.024079947,1.24137931,1.249970273,0.979793103,0.230499514,69.03862069,9.016430873,67.32137931,9.516255321,0.534482759,0.34568858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5714285714285714,0.4712041884816754,4.0,0.25,0.4336283185840708,7.0,0.4285714285714285,0.4682080924855491,0.0,0.0,0.0,2.0,0.5,0.5230769230769231,2.0,1.0,0.5517241379310345,7.0,0.1428571428571428,0.3703703703703703,-6.0,-6.0,-6.0,47,-12,-13,-0.384615385,0,104,-0.98,-0.230696098,-13.0,-5.024079947,-1.24137931,-1.249970273,-0.979793103,-0.230499514,-69.03862069,-9.016430873,-67.32137931,-9.516255321,-0.534482759,-0.34568858,-7.0,-0.5714285714285714,-0.4712041884816754,-4.0,-0.25,-0.4336283185840708,-7.0,-0.4285714285714285,-0.4682080924855491,0.0,0.0,0.0,-2.0,-0.5,-0.5230769230769231,-2.0,-1.0,-0.5517241379310345,-7.0,-0.1428571428571428,-0.3703703703703703
695,2336585,2019-09-28 18:55,10164,10225,riot-squad,ex-epsilon,14,16,0,1,43,40,1,1,22.72929842,6.94808314,26.92403377,3.105025885,0.166764602,1024.894499,983.8773861,0.558755657,48,3,16,10,2,0.5,0,15,11,0.636363636,0,3,0,0.0,0.0,1.014,0.155512057,12.2,2.712931993,1.6,0.8,1.0144,0.155225771,74.6,5.787766409,68.976,5.644670407,0.4,0.374165739,0.989583333,0.230750211,12.79166667,4.329926545,1.5,1.290994449,0.989333333,0.231039439,70.7,8.120221672,67.45666667,9.190070124,0.479166667,0.33785989,1.0,0.0,0.36,1.0,1.0,0.5925925925925926,1.0,0.0,0.36,0.0,0.0,0.0,2.0,0.5,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.3333333333333333,5.0,0.6,0.5433070866141733,2.0,0.5,0.5,2.0,0.0,0.3043478260869565,0.0,0.0,0.0,5.0,0.8,0.5316455696202531,7.0,0.4285714285714285,0.4347826086956521,-5.0,-2.0,-1.0,32,-7,-9,-0.136363636,0,12,0.024416667,-0.075238154,-0.5916666700000004,-1.616994552,0.1,-0.490994449,0.0250666669999999,-0.075813668,3.899999999999992,-2.332455263,1.519333329999995,-3.5453997170000005,-0.0791666669999999,0.036305849,-2.0,-0.3333333333333333,0.0266666666666666,-4.0,0.4,0.0492855059784193,-1.0,-0.5,-0.14,-2.0,0.0,-0.3043478260869565,2.0,0.5,0.4615384615384615,-5.0,-0.8,-0.5316455696202531,-7.0,-0.4285714285714285,-0.4347826086956521
697,2336595,2019-09-28 20:20,9976,10225,gambit-youngsters,ex-epsilon,16,11,1,1,36,40,1,0,25.11237583,5.402234506,26.92403377,3.105025885,0.31954448,1029.944493,983.8773861,0.565910101,66,15,16,11,14,0.428571429,1,0,12,0.666666667,1,0,0,0.0,0.0,0.985666667,0.228862161,12.93333333,4.952664827,1.233333333,1.22972445,0.9856,0.228772609,69.116,8.874671675,67.646,9.51821713,0.55,0.35,0.9916,0.226303867,12.96,4.321851455,1.48,1.268700122,0.99136,0.226589122,70.7104,7.95632301,67.532,9.011952951,0.48,0.331058907,7.0,0.5714285714285714,0.4712041884816754,4.0,0.25,0.4336283185840708,8.0,0.5,0.485,0.0,0.0,0.0,2.0,0.5,0.5230769230769231,2.0,1.0,0.5517241379310345,7.0,0.1428571428571428,0.3703703703703703,3.0,0.3333333333333333,0.3333333333333333,5.0,0.6,0.5433070866141733,2.0,0.5,0.5,2.0,0.0,0.3043478260869565,0.0,0.0,0.0,6.0,0.8333333333333334,0.5319148936170213,7.0,0.4285714285714285,0.4347826086956521,0.0,1.0,-1.0,50,4,2,-0.238095238,0,0,-0.0059333329999999,0.002558294,-0.0266666700000008,0.6308133720000004,-0.2466666669999999,-0.038975672,-0.0057599999999999,0.0021834869999999,-1.5944000000000074,0.918348665,0.1140000000000043,0.5062641790000004,0.07,0.0189410929999999,4.0,0.238095238095238,0.137870855148342,-1.0,-0.35,-0.1096787680301024,6.0,0.0,-0.015,-2.0,0.0,-0.3043478260869565,2.0,0.5,0.5230769230769231,-4.0,0.1666666666666666,0.0198092443140132,0.0,-0.2857142857142857,-0.0644122383252818
698,2336596,2019-09-28 21:50,7606,10164,vici,riot-squad,16,14,1,1,49,43,1,1,22.68062965,5.750996643,22.72929842,6.94808314,0.49600593,1053.860752,1024.894499,0.541589473,113,3,48,4,1,0.0,0,0,3,0.333333333,0,0,0,0.0,0.0,0.89,0.0,16.0,0.0,1.0,0.0,0.894,0.0,59.66,0.0,65.22,0.0,0.0,0.0,1.015,0.141980046,12.33333333,2.494438258,1.666666667,0.745355992,1.016,0.141746252,74.4,5.302376826,68.59,5.224643529,0.416666667,0.343592135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36,1.0,1.0,0.5925925925925926,1.0,0.0,0.36,0.0,0.0,0.0,2.0,0.5,0.4615384615384615,1.0,0.0,0.4666666666666667,0.0,0.0,0.0,-4.0,-2.0,-3.0,65,-1,-2,-0.333333333,0,0,-0.1249999999999998,-0.141980046,3.66666667,-2.494438258,-0.6666666670000001,-0.745355992,-0.122,-0.141746252,-14.740000000000007,-5.302376826,-3.3700000000000045,-5.224643529,-0.416666667,-0.343592135,-1.0,0.0,-0.36,-1.0,-1.0,-0.5925925925925926,0.0,0.0,0.0474074074074074,0.0,0.0,0.0,-2.0,-0.5,-0.4615384615384615,-1.0,0.0,-0.4666666666666667,0.0,0.0,0.0
