match_id,datetime,team1_id,team2_id,team1,team2,t1_score,t2_score,win,format,team1_rank,team2_rank,rank_diff,lan,elim,t1_mu,t1_sigma,t2_mu,t2_sigma,ts_win_prob,t1_elo,t2_elo,elo_win_prob,t1_age,t1_xp,t2_age,t2_xp,t1_mp,t1_wr,t1_ws,t1_rust,t2_mp,t2_wr,t2_ws,t2_rust,h2h_maps,h2h_wr,h2h_rwp,t1_avg_hltv_rating,t1_sd_hltv_rating,t1_avg_fk_pr,t1_sd_fk_pr,t1_avg_cl_pr,t1_sd_cl_pr,t1_avg_pl_rating,t1_sd_pl_rating,t1_avg_pl_adr,t1_sd_pl_adr,t1_avg_plr_kast,t1_sd_plr_kast,t1_avg_pistol_wr,t1_sd_pistol_wr,t2_avg_hltv_rating,t2_sd_hltv_rating,t2_avg_fk_pr,t2_sd_fk_pr,t2_avg_cl_pr,t2_sd_cl_pr,t2_avg_pl_rating,t2_sd_pl_rating,t2_avg_pl_adr,t2_sd_pl_adr,t2_avg_plr_kast,t2_sd_plr_kast,t2_avg_pistol_wr,t2_sd_pistol_wr,0_prob,1_prob,t1_odds,t2_odds
2361293,2023-02-01 15:45,8297,12009,furia,permitta,16,4,0,1,9,56,-47,1,0,27.66554173,1.606432021,20.75464476,6.768360044,0.954854501,1040.293695,1003.461972,0.552807439,365,56,46,5,5,0.6,0,80,7,0.142857143,0,10,0,0.0,0.0,1.15,0.180277564,13.0,2.049390153,1.8,1.469693846,1.1512,0.179303542,76.286,6.744959896,73.102,6.822911109,0.55,0.35,0.936153846,0.246218741,12.38461538,4.21605834,1.384615385,1.146128033,0.937692308,0.248008494,68.88923077,10.64073339,65.91538462,10.76937868,0.384615385,0.348284044,0.22546792714810793,0.7745320728518921,1.2911004514215523,4.435200950519943
2361296,2023-01-29 15:00,10567,10278,saw,9ine,0,2,0,3,20,44,-24,0,1,26.63841131,1.950181533,25.74572032,1.60483973,0.621666436,1011.245461,1022.971918,0.483130676,204,37,13,7,17,0.529411765,0,7,14,0.428571429,1,4,0,0.0,0.0,1.089411765,0.177878696,14.32352941,2.987430415,1.794117647,1.231436554,1.088882353,0.177369134,74.19411765,6.957336423,72.01823529,6.175230156,0.470588235,0.362612588,1.084117647,0.191988321,13.61764706,3.447204374,1.852941176,1.457886321,1.083294118,0.191609826,74.82117647,6.782919623,70.98588235,8.225464806,0.470588235,0.362612588,0.4170797855526871,0.5829202144473129,1.7154976954272172,2.39761704360192
2361297,2023-01-29 18:30,7461,11283,copenhagen-flames,falcons,1,2,0,3,25,46,-21,0,1,27.67897041,1.925068811,27.77308619,1.664074866,0.487020766,950.3045402,1007.861768,0.417918013,70,10,3,2,16,0.75,0,6,14,0.5,2,3,2,1.0,0.711462451,1.114722222,0.176752905,15.25,3.459086263,1.555555556,1.012270398,1.114944444,0.176597147,74.12222222,6.475476435,73.49333333,6.873301002,0.625,0.360843918,1.006923077,0.189630597,14.11538462,4.06038008,1.384615385,1.360908155,1.007153846,0.189911861,70.01769231,8.33847676,69.49230769,7.540659177,0.423076923,0.300394218,0.48183254478256854,0.5181674552174315,1.9298743293440828,2.0754055229825448
2361298,2023-02-01 18:10,5752,4869,cloud9,ence,2,1,1,3,12,15,-3,1,1,28.56506508,1.370072344,27.80979652,1.430347285,0.607013902,1068.9135,1042.9873,0.5372417,0,2,140,29,6,0.666666667,0,0,15,0.533333333,0,0,0,0.0,0.0,1.144,0.167702117,14.0,2.683281573,1.9,1.044030651,1.145,0.169243611,75.796,7.066432197,74.66,6.245042834,0.45,0.35,1.102,0.201315673,15.28,4.12329965,1.96,1.660843159,1.10136,0.200500749,75.1384,7.950573152,71.8872,7.645637459,0.48,0.36,0.4064447328404992,0.5935552671595008,1.6847602414941385,2.460353053804672
2361299,2023-02-01 17:00,7020,4411,spirit,ninjas-in-pyjamas,0,2,0,3,13,17,-4,1,1,27.46842202,1.970453298,25.99602881,2.077771285,0.687365866,1105.446754,1078.560249,0.538615737,211,31,0,2,11,0.363636364,0,0,12,0.333333333,1,0,0,0.0,0.0,1.114347826,0.198775077,14.04347826,4.03763018,1.652173913,1.902142857,1.114608696,0.19843162,75.5973913,7.937142853,71.53826087,8.017070728,0.673913043,0.316526517,0.978518519,0.193059264,13.81481481,4.38884982,1.592592593,1.097446844,0.978592593,0.19374272,69.31925926,7.358042174,67.23555556,8.837637246,0.388888889,0.368513866,0.39861290278469164,0.6013870972153084,1.6628197409134637,2.5086932317565016
2361300,2023-02-01 22:10,4991,10503,fnatic,og,1,2,0,3,10,11,-1,1,1,28.4544915,1.448762708,27.09324888,1.447634562,0.687164134,1038.061638,999.7618558,0.554895635,0,2,169,36,14,0.714285714,0,0,12,0.416666667,1,0,0,0.0,0.0,1.132105263,0.233025387,15.05263158,4.297780139,1.526315789,1.39050998,1.131789474,0.231658455,75.19578947,9.708144338,73.14105263,9.805451703,0.421052632,0.372161464,1.006428571,0.145681019,13.89285714,5.045077415,1.571428571,1.26571751,1.007071429,0.145178198,69.915,5.936000638,70.14357143,5.972936711,0.446428571,0.336454351,0.38544503760437776,0.6145549623956222,1.6271911122656182,2.5943968868254426
2361301,2023-02-01 20:30,8297,7532,furia,big,1,2,0,3,9,16,-7,1,1,27.66554173,1.606432021,26.86947114,1.447286943,0.611341287,1040.293695,1067.7337,0.460592561,365,57,12,6,6,0.5,0,0,19,0.473684211,1,0,2,1.0,0.683636364,1.181818182,0.199171839,12.90909091,1.975050998,1.909090909,1.443137079,1.182545455,0.197616876,77.05454545,6.874972216,74.00181818,7.100481185,0.590909091,0.357909449,1.020909091,0.20381756,11.96969697,3.195497291,1.787878788,1.320183086,1.021333333,0.202570551,71.41757576,8.372390061,69.16666667,8.813091731,0.560606061,0.38450235,0.41232804943489976,0.5876719505651002,1.7016267279928576,2.425247508926446
2361302,2023-02-02 20:30,12009,5005,permitta,complexity,0,2,0,3,56,19,37,1,1,25.64141489,6.435808472,26.14703925,1.531091563,0.449229777,991.477211,1071.335462,0.387056746,47,6,168,33,8,0.25,1,1,15,0.466666667,0,1,0,0.0,0.0,0.908571429,0.257261877,12.07142857,4.216706327,1.285714286,1.160576915,0.91,0.259005791,67.71714286,11.0903996,64.56428571,11.46413333,0.357142857,0.349927106,1.066896552,0.170295958,13.13793103,3.298109573,1.793103448,1.062830001,1.066206897,0.17049813,72.43241379,6.646215234,71.59724138,6.409167409,0.655172414,0.349961778,0.6656163698822086,0.3343836301177913,2.990568076193386,1.502364639578089
2361303,2023-02-02 20:50,10399,8637,evil-geniuses,sprout,0,2,0,3,21,20,1,1,1,25.57277436,2.04904851,26.54371753,1.861544298,0.370147869,1056.440237,1005.19888,0.573212179,14,6,16,6,6,0.333333333,1,1,21,0.476190476,0,1,0,0.0,0.0,0.858,0.196373793,10.46666667,4.333846124,1.933333333,1.436043949,0.8588,0.19650927,64.91333333,8.261837299,62.61333333,8.576061774,0.366666667,0.38586123,1.05575,0.186880811,13.975,3.110365734,1.625,1.335805001,1.05615,0.187424858,72.178,7.800194613,70.5045,6.93582077,0.4375,0.390312375,0.5039388760243974,0.49606112397560265,2.0158765438201085,1.98436370602192
2361305,2023-02-02 17:00,11585,4773,ihc,pain,2,0,1,3,36,27,9,1,1,26.71204491,5.932058598,27.47695571,2.511877836,0.423330895,1016.023327,1084.585245,0.402592607,1,2,169,21,2,0.5,1,1,6,0.833333333,1,1,0,0.0,0.0,0.725,0.064226163,8.0,2.738612788,1.25,0.433012702,0.7235,0.061552823,62.45,6.761427364,54.625,3.732462324,0.375,0.216506351,1.11,0.206921885,14.08333333,4.990964057,1.083333333,0.759202798,1.109333333,0.206640321,73.99166667,8.407268515,73.095,5.797344938,0.708333333,0.320047739,0.6555480954489514,0.34445190455104857,2.903154500332565,1.5254387610971412
2361306,2023-02-03 20:30,4869,5005,ence,complexity,1,2,0,3,15,19,-4,1,1,27.75636811,1.425813503,26.23865988,1.530458891,0.706256569,1033.820372,1065.20603,0.45495487,142,30,169,34,16,0.5,0,2,16,0.5,1,1,0,0.0,0.0,1.105185185,0.189392212,15.2962963,3.875992727,1.888888889,1.617802198,1.104074074,0.188934228,74.81259259,7.893894778,72.13925926,7.218992402,0.518518519,0.346449758,1.077096774,0.169271562,13.16129032,3.193711302,1.806451613,1.029229428,1.076193548,0.169289487,73.04322581,6.838819171,71.86709677,6.286529477,0.661290323,0.345176364,0.38751044405105506,0.6124895559489449,1.6326782352597717,2.580568949257274
2361307,2023-02-03 21:10,7020,8637,spirit,sprout,2,1,1,3,13,20,-7,1,1,27.26040267,1.959802913,26.70649493,1.853715914,0.575338889,1099.031416,1000.931002,0.63754196,213,32,17,7,11,0.363636364,0,2,21,0.523809524,1,1,5,0.8,0.549300539,1.083333333,0.204911905,13.70833333,4.382533197,1.541666667,1.847953072,1.083583333,0.204461063,74.13083333,7.986592889,70.25833333,8.28361418,0.604166667,0.352939049,1.060487805,0.182715976,13.95121951,3.075879565,1.682926829,1.314812875,1.060878049,0.183314763,72.52585366,7.65754115,70.57756098,6.725397361,0.451219512,0.395167116,0.4371949462833383,0.5628050537166617,1.7768110229024625,2.2873039160155413
2361308,2023-02-03 17:00,4991,9215,fnatic,mibr,2,0,1,3,10,33,-23,1,1,28.19268434,1.444941269,25.35561485,2.942991342,0.819580149,1033.402459,1034.531368,0.498375374,2,3,15,6,14,0.642857143,0,2,16,0.5,1,1,0,0.0,0.0,1.1085,0.249284476,14.65,4.70398767,1.4,1.319090596,1.108,0.248454422,73.513,10.95044707,72.75,10.07059978,0.4,0.374165739,1.153243243,0.183598476,14.67567568,3.92534422,1.432432432,1.220113875,1.154054054,0.182344187,75.35135135,7.744173804,75.21837838,6.63977593,0.567567568,0.288569682,0.3116587686062744,0.6883412313937256,1.4527657237813858,3.208627165681172
2361309,2023-02-03 17:00,8297,11585,furia,ihc,1,2,0,3,9,36,-27,1,1,27.37842978,1.603754808,29.25816669,5.6214962,0.307425171,1034.765621,1023.536514,0.516154359,367,58,2,3,7,0.428571429,0,2,3,0.666666667,2,1,0,0.0,0.0,1.140714286,0.196376617,12.28571429,2.249716535,1.785714286,1.372098051,1.141,0.195349869,75.21285714,7.329110674,72.71857143,6.804441677,0.535714286,0.351744921,0.861666667,0.202765601,9.666666667,3.986086914,1.5,0.5,0.859333333,0.201085941,67.52,9.04965561,60.42666667,8.759122229,0.416666667,0.186338998,0.5030264164590975,0.4969735835409025,2.0121753367648774,1.9879632148863453
2361317,2023-02-04 13:30,5752,4608,cloud9,natus-vincere,0,2,0,3,12,6,6,1,1,28.40998635,1.369803672,28.09632225,2.295447934,0.541740618,1063.22624,1114.084359,0.427327606,3,3,50,7,4,0.5,1,3,15,0.466666667,1,7,0,0.0,0.0,1.136666667,0.190204568,13.22222222,2.698879511,1.666666667,1.333333333,1.137333333,0.191814725,75.07111111,8.945246341,75.23333333,6.395741639,0.5,0.333333333,1.046216216,0.191132491,13.64864865,3.835934054,1.486486486,1.105798516,1.046810811,0.190768834,71.52864865,7.230692151,70.56054054,7.926852736,0.554054054,0.324324324,0.45279777890164485,0.5472022210983551,1.8274746226690401,2.208486521155606
2361318,2023-02-04 13:30,5995,7532,g2,big,2,0,1,3,2,16,-14,1,1,28.79676226,1.520412594,26.98610237,1.444143764,0.740756432,1083.072735,1072.713284,0.514904031,168,28,15,7,11,0.727272727,7,9,18,0.5,2,3,2,1.0,0.586666667,1.1308,0.221899437,14.4,3.006659276,1.32,1.085172797,1.1316,0.221664972,74.1888,7.779295762,73.0544,8.187134336,0.72,0.318747549,1.011470588,0.192585082,12.08823529,3.230076006,1.852941176,1.353260832,1.011882353,0.191601266,71.13705882,8.366361402,68.79529412,8.305148026,0.544117647,0.37115969,0.3708070376880833,0.6291929623119167,1.5893350221060447,2.6968131711351444
2361319,2023-02-04 17:00,6667,7020,faze,spirit,2,0,1,3,3,13,-10,1,1,29.38271348,1.320507123,27.18146808,1.932889595,0.780208506,1109.656814,1097.35598,0.51769493,15,4,214,33,11,0.727272727,3,9,11,0.454545455,1,1,0,0.0,0.0,1.158571429,0.178019146,14.32142857,3.047874803,1.928571429,1.386891988,1.1595,0.178842009,76.845,6.673984942,73.35428571,6.070579773,0.535714286,0.351744921,1.1,0.22150395,13.36,4.524422615,1.64,1.763632615,1.10016,0.22108237,74.5464,8.617458967,70.7704,9.043657879,0.62,0.354400903,0.3468796770646856,0.6531203229353144,1.5311090985449891,2.8828357014925974
2361320,2023-02-04 20:30,5973,11585,liquid,ihc,2,0,1,3,4,36,-32,1,1,27.91040377,1.382625949,30.17361096,5.476130771,0.268623734,1048.704093,1014.711942,0.548763149,212,41,3,4,14,0.428571429,0,8,4,0.75,3,1,0,0.0,0.0,1.040810811,0.201472664,13.02702703,3.420814558,1.216216216,1.18857478,1.040648649,0.201280256,72.16108108,8.037746014,71.18702703,7.766382463,0.472972973,0.347694063,0.912222222,0.184558198,10.88888889,4.094561283,1.555555556,0.684934889,0.909777778,0.183187686,68.61111111,7.69626236,62.40888889,7.83512383,0.5,0.23570226,0.5195105975046235,0.48048940249537647,2.0812070226722637,1.9248848433861965
2361321,2023-02-04 17:00,9565,4411,vitality,ninjas-in-pyjamas,2,0,1,3,7,17,-10,1,1,28.10612245,1.344052444,26.22312449,2.052639378,0.740279032,1089.522506,1073.150273,0.523544113,169,37,3,3,7,0.571428571,3,10,11,0.454545455,2,3,0,0.0,0.0,1.070625,0.196388287,13.4375,3.872479019,1.375,1.316956719,1.072,0.196133883,73.77375,7.772431147,71.5775,6.668091462,0.46875,0.413398642,0.996666667,0.200997512,14.0,4.496912521,1.592592593,1.097446844,0.996592593,0.201779355,70.19037037,7.713446403,67.67037037,8.864566786,0.407407407,0.385790123,0.36139319257223534,0.6386068074277647,1.5659063174123717,2.767061620117541
2361322,2023-02-04 20:30,10503,4494,og,mouz,2,1,1,3,11,8,3,1,1,27.21104207,1.445198867,28.15889361,1.805340374,0.369075682,994.9142019,1045.848523,0.427220263,172,37,143,26,13,0.461538462,2,3,4,0.5,0,84,0,0.0,0.0,1.01483871,0.154123347,13.58064516,5.097590788,1.516129032,1.24099252,1.015548387,0.153679776,69.76064516,5.865053384,70.54258065,6.455324868,0.467741935,0.334458732,0.983636364,0.206673776,11.90909091,3.146557873,1.0,0.953462589,0.983090909,0.205844361,66.44545455,8.875461948,69.27272727,7.443641693,0.545454545,0.334021329,0.5483536512927953,0.45164634870720466,2.2141168388620014,1.8236373077941623
2361323,2023-02-05 13:30,7175,5005,heroic,complexity,2,1,1,3,1,19,-18,1,1,28.34330462,1.331336786,26.44601615,1.52575586,0.752008981,1095.201706,1059.833079,0.550724446,17,6,171,35,16,0.625,1,7,17,0.529411765,2,2,0,0.0,0.0,1.091333333,0.231272807,13.02222222,3.165711357,1.533333333,1.407914139,1.090888889,0.23113346,74.09111111,8.631277032,71.94,8.109707763,0.522222222,0.379408246,1.075588235,0.176937862,13.23529412,3.181368772,1.735294118,1.037781104,1.074647059,0.177372138,72.90588235,7.089715052,71.75235294,6.383924691,0.661764706,0.336954095,0.367808647260787,0.632191352739213,1.5817970522217184,2.7187976374392733
2361324,2023-02-05 13:30,11595,4991,outsiders,fnatic,1,2,0,3,5,10,-5,1,1,26.69071287,1.859162382,28.0762391,1.441224056,0.314715142,1035.469421,1032.946952,0.503630062,0,1,4,4,6,0.666666667,0,52,12,0.666666667,1,2,2,1.0,0.62962963,1.092857143,0.240547844,13.42857143,4.203982563,1.571428571,1.049781318,1.092,0.241809843,71.81285714,9.454720989,72.63428571,11.97906609,0.392857143,0.278937488,1.131578947,0.20332145,15.0,4.352857501,1.263157895,1.331485331,1.131052632,0.202878619,74.47473684,9.531076798,74.28315789,7.159062753,0.421052632,0.372161464,0.5568183227828087,0.4431816772171912,2.256405882736993,1.7959146873752743
2361325,2023-02-05 20:30,4608,5973,natus-vincere,liquid,2,0,1,3,6,4,2,1,1,28.6224281,2.235469574,28.04624249,1.382104097,0.576865881,1106.610367,1053.216462,0.576240742,51,8,213,42,14,0.5,2,1,15,0.466666667,1,1,6,0.333333333,0.436731964,1.033611111,0.168030301,13.61111111,3.867799962,1.583333333,1.187317237,1.0345,0.168289681,70.885,6.04090386,70.23055556,7.362500309,0.541666667,0.320047739,1.050512821,0.200741558,13.0,3.426892141,1.282051282,1.239286767,1.050358974,0.200581653,72.41128205,7.903183124,71.4174359,7.629426405,0.487179487,0.348755654,0.4849734135993432,0.5150265864006568,1.94164356707306,2.0619644499970264
2361326,2023-02-05 21:10,5752,11585,cloud9,ihc,0,2,0,3,12,36,-24,1,1,28.38738601,1.366817656,28.00828317,5.273473852,0.541901639,1063.466178,1023.711657,0.556962975,4,4,4,5,4,0.25,0,1,5,0.6,0,1,1,1.0,0.761904762,1.025555556,0.183491514,12.22222222,3.119037522,1.0,0.942809042,1.026444444,0.184187773,70.69333333,8.911341089,70.90444444,6.416844346,0.444444444,0.283278862,0.901818182,0.168513187,11.27272727,3.792118839,1.363636364,0.771389216,0.899454545,0.167297429,68.17090909,7.036555788,62.55272727,7.095961836,0.454545455,0.257129739,0.43625716600934095,0.563742833990659,1.7738553217001916,2.292220703047169
2361327,2023-02-05 17:45,5995,6667,g2,faze,2,0,1,3,2,3,-1,1,1,28.88660928,1.517480555,29.4358287,1.320445361,0.421908492,1087.844026,1114.479864,0.461742869,169,29,16,5,12,0.75,8,1,11,0.818181818,4,1,5,0.6,0.474532862,1.135555556,0.214395504,14.22222222,2.960647243,1.296296296,1.047565602,1.136666667,0.214272239,74.49481481,7.632330051,73.49037037,8.032827776,0.722222222,0.314269681,1.166666667,0.176572302,13.96296296,2.58888624,2.037037037,1.452494189,1.167407407,0.177292238,77.02666667,6.746728151,73.98148148,6.450249323,0.5,0.333333333,0.4802991751034088,0.5197008248965912,1.9241802743312997,2.0820313042457244
2361328,2023-02-05 17:20,7532,7020,big,spirit,1,2,0,3,16,13,3,1,1,27.0560557,1.438283047,27.05714659,1.923898253,0.499847921,1072.398043,1102.532929,0.456740839,16,8,215,34,18,0.5,0,1,11,0.454545455,0,1,0,0.0,0.0,1.019705882,0.185146767,12.29411765,3.267751626,1.911764706,1.314347234,1.02,0.184312395,71.36,8.149947672,69.38235294,7.897531654,0.544117647,0.37115969,1.083703704,0.222146901,13.03703704,4.533672222,1.592592593,1.726895293,1.08362963,0.221944295,73.84888889,8.683875792,70.47555556,8.769314063,0.62962963,0.349406709,0.4776395090101505,0.5223604909898495,1.9143830800104518,2.0936247682851974
2361329,2023-02-06 17:35,5005,4494,complexity,mouz,2,1,1,3,19,8,11,1,1,26.36575035,1.52342937,27.90516984,1.795664647,0.294029097,1065.340324,1050.058185,0.521978593,172,36,145,27,18,0.5,0,1,3,0.333333333,0,2,0,0.0,0.0,1.071351351,0.173238816,13.13513514,3.094565089,1.837837838,1.127386682,1.070648649,0.173703104,72.96378378,6.968514267,71.73351351,6.205436246,0.662162162,0.329906909,1.006666667,0.158885004,12.77777778,3.18948891,1.222222222,1.030402055,1.004444444,0.158744456,69.12222222,7.028636311,69.68,6.656291927,0.611111111,0.314269681,0.5799648152380686,0.42003518476193136,2.3807472695876934,1.7242395564116353
2361330,2023-02-06 13:30,4411,11595,ninjas-in-pyjamas,outsiders,1,2,0,3,17,5,12,1,1,26.44969607,1.986956206,26.51210035,1.843725251,0.491665428,1073.823898,1030.433121,0.562121709,5,4,1,2,11,0.454545455,0,2,6,0.5,0,1,0,0.0,0.0,0.990740741,0.20301297,13.77777778,4.589305873,1.444444444,1.099943882,0.990814815,0.203708768,69.55851852,7.940901947,67.64592593,8.867538495,0.462962963,0.38311409,1.073333333,0.227410544,13.13333333,4.047495796,1.533333333,1.087300429,1.0724,0.228284267,71.59866667,8.953415636,71.85733333,11.16264931,0.333333333,0.23570226,0.4870544844981397,0.5129455155018603,1.9495209924988237,2.053154172014707
2361331,2023-02-06 13:30,7175,10503,heroic,og,2,0,1,3,1,11,-10,1,1,28.40436654,1.330897519,27.53654587,1.438892742,0.622651414,1099.694461,996.2561759,0.644612046,18,7,174,38,16,0.625,2,1,14,0.5,3,2,3,0.333333333,0.503607347,1.096888889,0.220129479,13.22222222,3.083208206,1.555555556,1.391331186,1.096355556,0.219888169,74.53777778,8.076847814,72.23955556,7.731693492,0.511111111,0.38713892,1.015588235,0.14990568,13.94117647,5.291175653,1.617647059,1.283714873,1.016176471,0.149536828,69.80529412,6.038097302,70.58941176,6.182002789,0.455882353,0.329162195,0.4178486814946346,0.5821513185053654,1.7177634928388308,2.3932051268366004
2361332,2023-02-06 17:00,9565,4991,vitality,fnatic,2,1,1,3,7,10,-3,1,1,28.17790126,1.343463176,28.16071851,1.439581674,0.502466757,1094.220653,1027.983252,0.594184951,171,38,5,5,7,0.714285714,4,2,12,0.666666667,2,1,0,0.0,0.0,1.100625,0.190966906,13.9375,3.84819357,1.4375,1.273221799,1.10225,0.190741808,74.07625,7.746293368,72.97625,6.569395782,0.46875,0.413398642,1.0955,0.203555275,14.95,4.200892762,1.4,1.462873884,1.0952,0.203197835,72.545,9.065302808,72.864,7.126824258,0.45,0.35,0.46160725411639425,0.5383927458836058,1.8573767018017848,2.1663390788238606
2361333,2023-02-06 21:00,6667,11585,faze,ihc,2,0,1,3,3,21,-18,1,1,29.30911152,1.318896154,29.4659656,5.109616738,0.482372723,1119.097293,1017.154709,0.642637168,17,6,5,6,12,0.75,0,1,6,0.666666667,1,1,0,0.0,0.0,1.148275862,0.184485659,13.93103448,2.664337072,1.965517241,1.449916968,1.148689655,0.185629424,76.43931034,6.858680848,73.17172414,6.946305428,0.517241379,0.334322749,0.915384615,0.15901695,11.38461538,3.520018827,1.538461538,0.842650088,0.913384615,0.15802509,68.64615385,6.594246371,62.72153846,6.602882641,0.5,0.277350098,0.4281664019413832,0.5718335980586168,1.74875742635197,2.335535109552552
2361334,2023-02-06 21:30,7020,5973,spirit,liquid,1,2,0,3,13,4,9,1,1,27.3042258,1.910897707,27.94978915,1.380875446,0.410400333,1097.100337,1058.978869,0.554642099,216,35,214,43,11,0.454545455,1,1,15,0.466666667,0,1,3,0.666666667,0.531893394,1.069642857,0.216868659,12.82142857,4.606312217,1.357142857,1.694830074,1.069571429,0.216452144,73.02785714,8.821887293,69.99214286,8.282501933,0.607142857,0.336927898,1.047368421,0.1901064,13.0,3.448874721,1.368421053,1.223047372,1.047368421,0.189568544,72.18894737,7.598279164,71.53105263,6.821991833,0.5,0.362738125,0.5491560892494334,0.4508439107505667,2.2180576427827474,1.8209725770211966
2361335,2023-02-07 13:30,4991,5005,fnatic,complexity,1,2,0,3,11,18,-7,1,1,28.02986678,1.436803948,26.57240423,1.519001776,0.69886473,1033.925102,1070.120538,0.448098212,6,6,173,37,13,0.615384615,0,1,19,0.526315789,1,1,1,0.0,0.272727273,1.091304348,0.199549587,15.0,3.978201473,1.347826087,1.370772415,1.091043478,0.199214867,72.46086957,9.215113254,72.64434783,7.280537382,0.456521739,0.326810791,1.0725,0.171635515,13.2,3.059411708,1.825,1.115515576,1.07165,0.172095257,72.8255,6.89004062,71.733,6.215135638,0.65,0.339116499,0.38915947373900295,0.610840526260997,1.6370858185118302,2.5696340391204964
2361336,2023-02-07 13:30,10503,11595,og,outsiders,0,2,0,3,10,5,5,1,1,26.42426776,2.796951658,26.75917079,1.827378808,0.45956388,807.0382445,1026.054338,0.220843438,0,1,2,3,15,0.466666667,0,1,7,0.571428571,1,1,0,0.0,0.0,1.009444444,0.148435254,13.66666667,5.348935512,1.555555556,1.278984937,1.01,0.148106568,69.60222222,5.981654877,70.39111111,6.063272758,0.472222222,0.33217391,1.075,0.215670788,13.11111111,4.241185485,1.444444444,1.065740339,1.074111111,0.216710224,71.60222222,8.222024322,72.19333333,10.91288739,0.333333333,0.23570226,0.6140464689464584,0.3859535310535415,2.590978779988141,1.628538591186986
2361337,2023-02-07 17:20,6667,5973,faze,liquid,1,2,0,3,3,4,-1,1,1,29.39644731,1.319085204,28.0478775,1.379374827,0.686807667,1122.670921,1054.52529,0.596830909,18,7,215,44,13,0.769230769,1,1,15,0.533333333,1,1,3,0.666666667,0.622857143,1.158709677,0.185328687,14.0,2.700059736,1.903225806,1.444786818,1.159032258,0.186362028,76.80709677,6.952496044,73.41096774,6.799751113,0.5,0.336010753,1.050263158,0.187483148,13.13157895,3.679037722,1.368421053,1.244377939,1.050157895,0.187047071,72.24842105,7.60844632,71.63842105,6.801743401,0.526315789,0.361782292,0.3892292900792178,0.6107707099207822,1.6372729511812214,2.5691731231823605
2361338,2023-02-07 21:45,5995,4608,g2,natus-vincere,2,0,1,3,1,6,-5,1,1,29.06020617,1.51271025,29.00046604,2.188904026,0.508021043,1093.226597,1111.864982,0.47320291,171,30,53,9,13,0.769230769,9,2,14,0.5,3,2,4,1.0,0.62701049,1.136896552,0.208129659,14.10344828,2.892854784,1.448275862,1.162227555,1.138275862,0.208009101,74.71241379,7.562160636,73.17310345,7.848618197,0.689655172,0.332539681,1.035833333,0.173130891,13.63888889,4.130864705,1.638888889,1.15836997,1.036611111,0.173068271,70.84388889,6.087055153,70.30055556,7.51091426,0.513888889,0.322449632,0.43651024756015133,0.5634897524398487,1.774652016328782,2.2908917137632288
2361339,2023-02-07 20:30,11595,5005,outsiders,complexity,2,1,1,3,5,18,-13,1,1,26.75917079,1.827378808,26.57240423,1.519001776,0.525930835,1026.054338,1070.120538,0.436921516,2,4,173,38,8,0.625,2,0,20,0.55,2,0,0,0.0,0.0,1.0915,0.211359291,13.45,4.224630161,1.5,1.072380529,1.0906,0.212334736,72.151,7.972900288,72.54,10.46368004,0.325,0.2384848,1.072790698,0.172321031,13.0,3.087860703,1.88372093,1.18536232,1.072046512,0.17285159,72.93581395,7.103611342,71.87767442,6.225810057,0.662790698,0.336205402,0.4588790578005849,0.5411209421994151,1.8480122907887524,2.1792186934272246
2361340,2023-02-07 17:00,7175,9565,heroic,vitality,2,0,1,3,2,7,-5,1,1,28.49137192,1.329852167,28.29172636,1.341845892,0.528754102,1103.248341,1098.278803,0.507151252,19,8,172,39,17,0.647058824,3,1,8,0.75,5,1,3,0.333333333,0.430821626,1.099787234,0.216387058,13.42553191,3.227176362,1.510638298,1.381832586,1.099404255,0.216183891,74.54978723,7.903375925,72.35702128,7.655689559,0.5,0.385922492,1.085789474,0.185055206,13.63157895,3.702211662,1.421052632,1.183918093,1.087157895,0.184806375,73.31473684,7.40103504,72.29473684,6.500454533,0.473684211,0.379531713,0.45689062515815126,0.5431093748418487,1.8412463586084051,2.1887028453494937
2361341,2023-02-10 20:20,5973,9565,liquid,vitality,2,1,1,3,4,7,-3,1,1,28.21634265,1.37670968,28.18331318,1.340300332,0.504753361,1050.493599,1103.350316,0.424514537,218,45,175,40,16,0.5625,2,3,9,0.666666667,0,3,0,0.0,0.0,1.054634146,0.182944715,13.17073171,3.574315142,1.414634146,1.209224903,1.054439024,0.182568403,72.48341463,7.533041238,71.90780488,6.67921403,0.512195122,0.374292909,1.06,0.194177141,13.14285714,3.858024591,1.380952381,1.132893072,1.061142857,0.194155138,72.65047619,7.336270284,71.50380952,6.710130562,0.452380952,0.374952756,0.48321109753935165,0.5167889024606483,1.9350223277169125,2.0694846116069403
2361342,2023-02-10 16:30,4608,11595,natus-vincere,outsiders,2,0,1,3,6,5,1,1,1,28.59396021,2.145130456,26.96192107,1.815605937,0.705882379,1117.354135,1020.780947,0.635507973,56,10,5,5,14,0.5,0,3,8,0.625,3,3,0,0.0,0.0,1.030571429,0.178084135,13.31428571,4.412782916,1.542857143,1.129926853,1.031314286,0.17787504,70.41142857,6.436903045,69.99942857,7.670471002,0.528571429,0.314934396,1.09,0.203867371,14.0952381,4.576386201,1.380952381,0.99886557,1.089142857,0.204816825,72.20761905,7.789848036,72.39428571,10.02440288,0.380952381,0.304910678,0.4079996630562013,0.5920003369437987,1.6891853744156904,2.4509764089825805
