,rank,opp_rank,rank_diff,map_playcount,opp_map_playcount,map_winrate,opp_map_winrate,all_maps_winrate,all_maps_playcount,opp_all_maps_winrate,opp_all_maps_playcount,h2h_maps,h2h_wr,opp_h2h_wr,lan,format,win
181,20,22,2,11.0,9.0,0.5454545454545454,0.6666666666666666,0.5531914893617021,47.0,0.5625,64.0,0.0,0.0,0.0,True,3,1
182,20,22,2,7.0,12.0,0.5714285714285714,0.6666666666666666,0.5625,48.0,0.5538461538461539,65.0,1.0,1.0,0.0,True,3,1
183,18,9,-9,8.0,5.0,0.375,0.2,0.36363636363636365,22.0,0.52,25.0,0.0,0.0,0.0,True,3,0
184,18,9,-9,3.0,7.0,0.0,0.7142857142857143,0.34782608695652173,23.0,0.5384615384615384,26.0,1.0,0.0,1.0,True,3,1
185,18,9,-9,3.0,3.0,1.0,0.6666666666666666,0.375,24.0,0.5185185185185185,27.0,2.0,0.5,0.5,True,3,0
186,7,13,6,3.0,2.0,0.3333333333333333,1.0,0.5454545454545454,22.0,0.5833333333333334,12.0,0.0,0.0,0.0,True,3,0
187,7,13,6,3.0,3.0,0.3333333333333333,0.6666666666666666,0.5217391304347826,23.0,0.6153846153846154,13.0,1.0,0.0,1.0,True,3,1
188,7,13,6,0.0,1.0,0.0,0.0,0.5416666666666666,24.0,0.5714285714285714,14.0,2.0,0.5,0.5,True,3,0
189,20,9,-11,6.0,6.0,0.6666666666666666,0.3333333333333333,0.5714285714285714,49.0,0.5357142857142857,28.0,3.0,0.3333333333333333,0.6666666666666666,True,3,1
190,20,9,-11,7.0,8.0,0.5714285714285714,0.625,0.58,50.0,0.5172413793103449,29.0,4.0,0.5,0.5,True,3,0
191,20,9,-11,10.0,4.0,0.6,0.75,0.5686274509803921,51.0,0.5333333333333333,30.0,5.0,0.4,0.6,True,3,0
192,2,30,28,4.0,3.0,0.25,0.0,0.5588235294117647,34.0,0.32,25.0,0.0,0.0,0.0,True,3,1
193,16,11,-5,4.0,3.0,0.75,0.6666666666666666,0.4857142857142857,35.0,0.5106382978723404,47.0,1.0,1.0,0.0,True,3,0
194,2,30,28,4.0,3.0,0.75,0.3333333333333333,0.5714285714285714,35.0,0.3076923076923077,26.0,1.0,1.0,0.0,True,3,1
195,16,11,-5,5.0,5.0,0.6,0.8,0.4722222222222222,36.0,0.5208333333333334,48.0,2.0,0.5,0.5,True,3,1
196,16,11,-5,1.0,3.0,0.0,0.3333333333333333,0.4864864864864865,37.0,0.5102040816326531,49.0,3.0,0.6666666666666666,0.3333333333333333,True,3,1
197,24,12,-12,6.0,0.0,0.8333333333333334,0.0,0.5625,32.0,0.3333333333333333,6.0,0.0,0.0,0.0,True,3,0
198,24,12,-12,9.0,1.0,0.4444444444444444,0.0,0.5454545454545454,33.0,0.42857142857142855,7.0,1.0,0.0,1.0,True,3,0
199,30,11,-19,1.0,4.0,0.0,0.25,0.2962962962962963,27.0,0.5,50.0,0.0,0.0,0.0,True,3,1
200,30,11,-19,4.0,4.0,0.0,0.75,0.32142857142857145,28.0,0.49019607843137253,51.0,1.0,1.0,0.0,True,3,1
201,12,14,2,1.0,4.0,0.0,0.75,0.5,8.0,0.5555555555555556,9.0,0.0,0.0,0.0,True,3,1
202,12,14,2,2.0,1.0,0.5,0.0,0.5555555555555556,9.0,0.5,10.0,1.0,1.0,0.0,True,3,1
203,2,16,14,4.0,6.0,0.25,0.6666666666666666,0.5833333333333334,36.0,0.5,38.0,3.0,0.6666666666666666,0.3333333333333333,True,3,1
204,2,16,14,10.0,9.0,0.7,0.4444444444444444,0.5945945945945946,37.0,0.48717948717948717,39.0,4.0,0.75,0.25,True,3,0
205,2,16,14,4.0,2.0,0.5,0.5,0.5789473684210527,38.0,0.5,40.0,5.0,0.6,0.4,True,3,1
206,30,14,-16,6.0,1.0,0.3333333333333333,1.0,0.3448275862068966,29.0,0.45454545454545453,11.0,0.0,0.0,0.0,True,3,0
207,30,14,-16,1.0,2.0,1.0,0.5,0.3333333333333333,30.0,0.5,12.0,1.0,0.0,1.0,True,3,1
208,30,14,-16,6.0,1.0,0.3333333333333333,0.0,0.3548387096774194,31.0,0.46153846153846156,13.0,2.0,0.5,0.5,True,3,0
209,24,16,-8,3.0,6.0,0.3333333333333333,0.3333333333333333,0.5405405405405406,37.0,0.4878048780487805,41.0,0.0,0.0,0.0,True,3,0
210,24,16,-8,5.0,2.0,0.2,0.0,0.5263157894736842,38.0,0.5,42.0,1.0,0.0,1.0,True,3,0
211,14,16,2,2.0,7.0,0.5,0.5714285714285714,0.5,14.0,0.5116279069767442,43.0,3.0,0.3333333333333333,0.6666666666666666,True,3,1
212,14,16,2,0.0,3.0,0.0,0.3333333333333333,0.5333333333333333,15.0,0.5,44.0,4.0,0.5,0.5,True,3,0
213,14,16,2,2.0,10.0,1.0,0.5,0.5,16.0,0.5111111111111111,45.0,5.0,0.4,0.6,True,3,1
214,30,24,-6,4.0,6.0,0.25,0.16666666666666666,0.34375,32.0,0.5128205128205128,39.0,1.0,0.0,1.0,True,3,1
215,30,24,-6,7.0,6.0,0.2857142857142857,1.0,0.36363636363636365,33.0,0.5,40.0,2.0,0.5,0.5,True,3,1
216,11,16,5,5.0,4.0,0.2,0.5,0.4716981132075472,53.0,0.5,46.0,4.0,0.25,0.75,True,3,1
217,11,16,5,6.0,5.0,0.6666666666666666,0.6,0.48148148148148145,54.0,0.48936170212765956,47.0,5.0,0.4,0.6,True,3,0
218,11,16,5,6.0,8.0,0.6666666666666666,0.5,0.4727272727272727,55.0,0.5,48.0,6.0,0.3333333333333333,0.6666666666666666,True,3,0
219,12,2,-10,1.0,5.0,1.0,0.4,0.6,10.0,0.5897435897435898,39.0,0.0,0.0,0.0,True,3,0
220,12,2,-10,2.0,11.0,0.5,0.6363636363636364,0.5454545454545454,11.0,0.6,40.0,1.0,0.0,1.0,True,3,0
221,30,16,-14,2.0,5.0,0.5,0.4,0.3870967741935484,31.0,0.5102040816326531,49.0,0.0,0.0,0.0,True,3,0
222,30,16,-14,7.0,9.0,0.42857142857142855,0.5555555555555556,0.375,32.0,0.52,50.0,1.0,0.0,1.0,True,3,1
223,30,16,-14,5.0,6.0,0.2,0.6666666666666666,0.3939393939393939,33.0,0.5098039215686274,51.0,2.0,0.5,0.5,True,3,1
224,30,17,-13,8.0,2.0,0.5,1.0,0.4444444444444444,27.0,0.47368421052631576,19.0,0.0,0.0,0.0,True,3,0
225,30,17,-13,6.0,1.0,0.16666666666666666,1.0,0.42857142857142855,28.0,0.5,20.0,1.0,0.0,1.0,True,3,0
226,6,8,2,1.0,3.0,0.0,0.6666666666666666,0.6153846153846154,26.0,0.5405405405405406,37.0,2.0,0.0,1.0,True,3,1
227,6,8,2,4.0,1.0,1.0,0.0,0.6296296296296297,27.0,0.5263157894736842,38.0,3.0,0.3333333333333333,0.6666666666666666,True,3,1
228,4,17,13,2.0,4.0,0.5,0.25,0.625,24.0,0.5238095238095238,21.0,0.0,0.0,0.0,True,3,1
229,4,17,13,6.0,1.0,0.6666666666666666,0.0,0.64,25.0,0.5,22.0,1.0,1.0,0.0,True,3,1
230,30,8,-22,7.0,2.0,0.14285714285714285,0.0,0.41379310344827586,29.0,0.5128205128205128,39.0,0.0,0.0,0.0,True,3,1
231,30,8,-22,2.0,5.0,0.0,0.6,0.43333333333333335,30.0,0.5,40.0,1.0,1.0,0.0,True,3,0
232,30,8,-22,5.0,11.0,0.6,0.45454545454545453,0.41935483870967744,31.0,0.5121951219512195,41.0,2.0,0.5,0.5,True,3,1
233,8,17,9,3.0,3.0,0.0,0.6666666666666666,0.5,42.0,0.46153846153846156,26.0,0.0,0.0,0.0,True,3,0
234,8,17,9,10.0,7.0,0.6,0.5714285714285714,0.4883720930232558,43.0,0.48148148148148145,27.0,1.0,0.0,1.0,True,3,0
235,6,4,-2,2.0,1.0,0.5,1.0,0.6428571428571429,28.0,0.6538461538461539,26.0,0.0,0.0,0.0,True,3,1
236,6,4,-2,5.0,4.0,0.6,0.25,0.6551724137931034,29.0,0.6296296296296297,27.0,1.0,1.0,0.0,True,3,1
237,14,15,1,1.0,7.0,0.0,1.0,0.4166666666666667,24.0,0.625,32.0,0.0,0.0,0.0,True,3,1
238,14,15,1,4.0,5.0,0.25,0.2,0.44,25.0,0.6060606060606061,33.0,1.0,1.0,0.0,True,3,1
239,15,5,-10,8.0,2.0,0.875,0.5,0.5882352941176471,34.0,0.5,26.0,0.0,0.0,0.0,True,3,0
240,15,5,-10,3.0,5.0,0.3333333333333333,1.0,0.5714285714285714,35.0,0.5185185185185185,27.0,1.0,0.0,1.0,True,3,1
241,15,5,-10,5.0,11.0,0.6,0.45454545454545453,0.5833333333333334,36.0,0.5,28.0,2.0,0.5,0.5,True,3,0
242,14,3,-11,8.0,4.0,0.125,0.25,0.4482758620689655,29.0,0.43333333333333335,30.0,3.0,0.3333333333333333,0.6666666666666666,True,3,1
243,14,3,-11,6.0,5.0,0.3333333333333333,0.6,0.4666666666666667,30.0,0.41935483870967744,31.0,4.0,0.5,0.5,True,3,1
244,14,5,-9,6.0,2.0,0.8333333333333334,1.0,0.4838709677419355,31.0,0.53125,32.0,0.0,0.0,0.0,True,3,0
245,14,5,-9,9.0,4.0,0.2222222222222222,0.25,0.46875,32.0,0.5454545454545454,33.0,1.0,0.0,1.0,True,3,0
246,15,14,-1,1.0,10.0,1.0,0.2,0.5625,32.0,0.45454545454545453,33.0,2.0,0.0,1.0,True,3,0
247,15,14,-1,6.0,7.0,0.16666666666666666,0.42857142857142855,0.5454545454545454,33.0,0.47058823529411764,34.0,3.0,0.0,1.0,True,3,1
248,15,14,-1,8.0,3.0,0.75,0.3333333333333333,0.5588235294117647,34.0,0.45714285714285713,35.0,4.0,0.25,0.75,True,3,1
249,3,15,12,6.0,2.0,0.3333333333333333,0.5,0.46875,32.0,0.5714285714285714,35.0,0.0,0.0,0.0,True,3,1
250,3,15,12,6.0,7.0,0.6666666666666666,0.2857142857142857,0.48484848484848486,33.0,0.5555555555555556,36.0,1.0,1.0,0.0,True,3,1
251,1,24,23,3.0,2.0,0.6666666666666666,0.5,0.8518518518518519,27.0,0.45714285714285713,35.0,0.0,0.0,0.0,True,3,1
252,15,9,-6,2.0,1.0,0.0,1.0,0.5294117647058824,17.0,0.5483870967741935,31.0,0.0,0.0,0.0,True,3,1
253,1,24,23,9.0,7.0,0.7777777777777778,0.2857142857142857,0.8571428571428571,28.0,0.4444444444444444,36.0,1.0,1.0,0.0,True,3,1
254,15,9,-6,3.0,1.0,0.3333333333333333,0.0,0.5555555555555556,18.0,0.53125,32.0,1.0,1.0,0.0,True,3,1
255,26,4,-22,2.0,7.0,0.5,0.7142857142857143,0.38461538461538464,26.0,0.5,34.0,0.0,0.0,0.0,True,3,1
256,26,4,-22,0.0,2.0,0.0,0.5,0.4074074074074074,27.0,0.4857142857142857,35.0,1.0,1.0,0.0,True,3,1
257,20,1,-19,2.0,2.0,1.0,1.0,0.4857142857142857,35.0,0.8620689655172413,29.0,0.0,0.0,0.0,True,3,1
258,6,3,-3,1.0,4.0,0.0,0.75,0.6,20.0,0.5675675675675675,37.0,2.0,0.0,1.0,True,3,0
259,20,1,-19,8.0,4.0,0.5,0.75,0.5,36.0,0.8333333333333334,30.0,1.0,1.0,0.0,True,3,1
260,6,3,-3,2.0,4.0,1.0,0.25,0.5714285714285714,21.0,0.5789473684210527,38.0,3.0,0.0,1.0,True,3,0
261,14,26,12,2.0,7.0,0.5,0.2857142857142857,0.5,12.0,0.42857142857142855,28.0,0.0,0.0,0.0,True,3,0
262,7,15,8,1.0,4.0,0.0,0.5,0.65,20.0,0.5789473684210527,19.0,0.0,0.0,0.0,True,3,1
263,7,15,8,3.0,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,21.0,0.55,20.0,1.0,1.0,0.0,True,3,1
264,14,26,12,3.0,4.0,0.3333333333333333,0.5,0.46153846153846156,13.0,0.4482758620689655,29.0,1.0,0.0,1.0,True,3,1
265,14,26,12,3.0,1.0,0.6666666666666666,1.0,0.5,14.0,0.43333333333333335,30.0,2.0,0.5,0.5,True,3,1
266,10,14,4,6.0,4.0,0.5,0.5,0.7,20.0,0.5333333333333333,15.0,0.0,0.0,0.0,True,3,0
267,10,14,4,4.0,1.0,1.0,1.0,0.6666666666666666,21.0,0.5625,16.0,1.0,0.0,1.0,True,3,1
268,10,14,4,6.0,2.0,0.6666666666666666,0.5,0.6818181818181818,22.0,0.5294117647058824,17.0,2.0,0.5,0.5,True,3,1
269,5,20,15,4.0,7.0,0.75,0.7142857142857143,0.7391304347826086,23.0,0.5135135135135135,37.0,0.0,0.0,0.0,True,3,1
270,5,20,15,5.0,2.0,0.6,0.5,0.75,24.0,0.5,38.0,1.0,1.0,0.0,True,3,0
271,5,20,15,4.0,9.0,1.0,0.5555555555555556,0.72,25.0,0.5128205128205128,39.0,2.0,0.5,0.5,True,3,0
272,21,7,-14,19.0,4.0,0.5263157894736842,1.0,0.5769230769230769,78.0,0.6818181818181818,22.0,0.0,0.0,0.0,True,3,0
273,21,7,-14,19.0,3.0,0.5263157894736842,0.6666666666666666,0.569620253164557,79.0,0.6956521739130435,23.0,1.0,0.0,1.0,True,3,1
274,21,7,-14,11.0,3.0,0.6363636363636364,0.6666666666666666,0.575,80.0,0.6666666666666666,24.0,2.0,0.5,0.5,True,3,0
275,2,3,1,0.0,3.0,0.0,1.0,0.6571428571428571,35.0,0.5897435897435898,39.0,2.0,1.0,0.0,True,3,0
276,2,3,1,10.0,13.0,0.8,0.46153846153846156,0.6388888888888888,36.0,0.6,40.0,3.0,0.6666666666666666,0.3333333333333333,True,3,0
277,10,20,10,2.0,3.0,0.5,1.0,0.6956521739130435,23.0,0.525,40.0,3.0,0.6666666666666666,0.3333333333333333,True,3,0
278,10,20,10,1.0,3.0,1.0,0.6666666666666666,0.6666666666666666,24.0,0.5365853658536586,41.0,4.0,0.5,0.5,True,3,1
279,10,20,10,5.0,10.0,1.0,0.6,0.68,25.0,0.5238095238095238,42.0,5.0,0.6,0.4,True,3,1
280,7,3,-4,6.0,5.0,0.6666666666666666,0.8,0.68,25.0,0.6097560975609756,41.0,0.0,0.0,0.0,True,3,0
281,7,3,-4,4.0,5.0,0.5,0.4,0.6538461538461539,26.0,0.6190476190476191,42.0,1.0,0.0,1.0,True,3,1
282,7,3,-4,4.0,5.0,0.75,0.4,0.6666666666666666,27.0,0.6046511627906976,43.0,2.0,0.5,0.5,True,3,1
283,10,7,-3,2.0,4.0,1.0,0.5,0.6923076923076923,26.0,0.6785714285714286,28.0,0.0,0.0,0.0,True,5,0
284,10,7,-3,7.0,5.0,0.42857142857142855,1.0,0.6666666666666666,27.0,0.6896551724137931,29.0,1.0,0.0,1.0,True,5,0
285,10,7,-3,7.0,5.0,0.7142857142857143,0.8,0.6428571428571429,28.0,0.7,30.0,2.0,0.0,1.0,True,5,1
286,10,7,-3,3.0,7.0,0.3333333333333333,0.5714285714285714,0.6551724137931034,29.0,0.6774193548387096,31.0,3.0,0.3333333333333333,0.6666666666666666,True,5,0
287,2,19,17,8.0,8.0,0.625,0.625,0.6875,32.0,0.42857142857142855,49.0,5.0,0.8,0.2,True,1,1
288,6,24,18,9.0,6.0,0.5555555555555556,0.5,0.4878048780487805,41.0,0.4166666666666667,24.0,0.0,0.0,0.0,True,1,1
289,29,30,1,0.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,12.0,0.0,0.0,0.0,True,1,1
290,2,4,2,6.0,15.0,1.0,0.5333333333333333,0.7058823529411765,34.0,0.6086956521739131,46.0,3.0,0.6666666666666666,0.3333333333333333,True,3,0
291,2,4,2,9.0,7.0,0.6666666666666666,0.8571428571428571,0.6857142857142857,35.0,0.6170212765957447,47.0,4.0,0.5,0.5,True,3,0
292,13,15,2,6.0,11.0,0.5,0.45454545454545453,0.46296296296296297,54.0,0.45,40.0,2.0,1.0,0.0,True,1,0
293,23,24,1,11.0,1.0,0.6363636363636364,1.0,0.6346153846153846,52.0,0.4,25.0,0.0,0.0,0.0,True,3,1
294,23,24,1,5.0,8.0,0.6,0.375,0.6415094339622641,53.0,0.38461538461538464,26.0,1.0,1.0,0.0,True,3,1
295,8,10,2,1.0,3.0,0.0,0.3333333333333333,0.2,5.0,0.48,25.0,0.0,0.0,0.0,True,3,0
296,8,10,2,2.0,8.0,0.5,0.625,0.16666666666666666,6.0,0.5,26.0,1.0,0.0,1.0,True,3,0
297,13,28,15,13.0,7.0,0.6153846153846154,0.7142857142857143,0.45454545454545453,55.0,0.6129032258064516,31.0,6.0,0.5,0.5,True,3,1
298,13,28,15,7.0,5.0,0.42857142857142855,0.6,0.4642857142857143,56.0,0.59375,32.0,7.0,0.5714285714285714,0.42857142857142855,True,3,1
299,6,11,5,9.0,4.0,0.4444444444444444,0.5,0.5,42.0,0.5384615384615384,26.0,0.0,0.0,0.0,True,3,1
300,6,11,5,6.0,4.0,0.3333333333333333,0.75,0.5116279069767442,43.0,0.5185185185185185,27.0,1.0,1.0,0.0,True,3,0
301,6,11,5,10.0,7.0,0.6,0.5714285714285714,0.5,44.0,0.5357142857142857,28.0,2.0,0.5,0.5,True,3,0
302,29,27,-2,0.0,2.0,0.0,0.5,1.0,1.0,0.3888888888888889,18.0,0.0,0.0,0.0,True,3,1
303,29,27,-2,0.0,5.0,0.0,0.4,1.0,2.0,0.3684210526315789,19.0,1.0,1.0,0.0,True,3,0
304,29,27,-2,0.0,3.0,0.0,0.6666666666666666,0.6666666666666666,3.0,0.4,20.0,2.0,0.5,0.5,True,3,0
305,2,10,8,5.0,3.0,0.6,0.3333333333333333,0.631578947368421,38.0,0.5185185185185185,27.0,0.0,0.0,0.0,True,3,0
306,2,10,8,10.0,9.0,0.6,0.6666666666666666,0.6153846153846154,39.0,0.5357142857142857,28.0,1.0,0.0,1.0,True,3,1
307,29,30,1,1.0,2.0,0.0,1.0,0.5,4.0,0.3076923076923077,13.0,1.0,1.0,0.0,True,3,1
308,2,10,8,8.0,5.0,0.75,0.6,0.625,40.0,0.5172413793103449,29.0,2.0,0.5,0.5,True,3,0
309,29,30,1,0.0,1.0,0.0,0.0,0.6,5.0,0.2857142857142857,14.0,2.0,1.0,0.0,True,3,1
310,13,23,10,12.0,11.0,0.5,0.8181818181818182,0.47368421052631576,57.0,0.6491228070175439,57.0,8.0,0.375,0.625,True,3,1
311,13,23,10,8.0,6.0,0.5,0.5,0.4827586206896552,58.0,0.6379310344827587,58.0,9.0,0.4444444444444444,0.5555555555555556,True,3,1
312,15,11,-4,3.0,0.0,0.0,0.0,0.4883720930232558,43.0,0.5517241379310345,29.0,0.0,0.0,0.0,True,3,1
313,15,11,-4,8.0,2.0,0.375,0.5,0.5,44.0,0.5333333333333333,30.0,1.0,1.0,0.0,True,3,0
314,15,11,-4,6.0,8.0,0.6666666666666666,0.625,0.4888888888888889,45.0,0.5483870967741935,31.0,2.0,0.5,0.5,True,3,0
315,5,14,9,11.0,21.0,0.45454545454545453,0.47619047619047616,0.6923076923076923,52.0,0.5714285714285714,91.0,2.0,1.0,0.0,True,1,1
316,6,16,10,5.0,8.0,0.8,0.625,0.6923076923076923,26.0,0.6041666666666666,48.0,2.0,1.0,0.0,True,1,1
317,22,21,-1,12.0,6.0,0.6666666666666666,0.3333333333333333,0.5208333333333334,48.0,0.5454545454545454,55.0,0.0,0.0,0.0,True,1,1
318,6,22,16,6.0,10.0,0.8333333333333334,0.7,0.7037037037037037,27.0,0.5306122448979592,49.0,2.0,1.0,0.0,True,1,1
319,9,14,5,7.0,12.0,0.14285714285714285,0.5,0.5,44.0,0.5652173913043478,92.0,2.0,0.0,1.0,True,1,0
320,21,16,-5,9.0,9.0,0.5555555555555556,0.5555555555555556,0.5357142857142857,56.0,0.5918367346938775,49.0,0.0,0.0,0.0,True,1,1
321,5,21,16,11.0,10.0,0.9090909090909091,0.6,0.6851851851851852,54.0,0.543859649122807,57.0,0.0,0.0,0.0,True,1,1
322,14,22,8,22.0,6.0,0.45454545454545453,0.16666666666666666,0.5698924731182796,93.0,0.52,50.0,0.0,0.0,0.0,True,1,1
323,16,18,2,9.0,9.0,0.2222222222222222,0.3333333333333333,0.58,50.0,0.38461538461538464,39.0,7.0,0.5714285714285714,0.42857142857142855,True,3,0
324,16,18,2,11.0,5.0,0.8181818181818182,0.2,0.5686274509803921,51.0,0.4,40.0,8.0,0.5,0.5,True,3,1
325,16,18,2,6.0,4.0,0.6666666666666666,0.75,0.5769230769230769,52.0,0.3902439024390244,41.0,9.0,0.5555555555555556,0.4444444444444444,True,3,1
326,22,16,-6,4.0,6.0,0.75,0.6666666666666666,0.5098039215686274,51.0,0.5849056603773585,53.0,3.0,0.3333333333333333,0.6666666666666666,True,3,1
327,22,16,-6,11.0,10.0,0.6363636363636364,0.5,0.5192307692307693,52.0,0.5740740740740741,54.0,4.0,0.5,0.5,True,3,1
328,19,6,-13,12.0,4.0,0.5,0.5,0.5,76.0,0.6666666666666666,30.0,0.0,0.0,0.0,True,3,1
329,19,6,-13,15.0,5.0,0.4666666666666667,0.8,0.5064935064935064,77.0,0.6451612903225806,31.0,1.0,1.0,0.0,True,3,0
330,5,1,-4,12.0,5.0,0.9166666666666666,0.6,0.6909090909090909,55.0,0.7941176470588235,34.0,2.0,1.0,0.0,True,3,0
331,19,6,-13,5.0,6.0,0.8,0.5,0.5,78.0,0.65625,32.0,2.0,0.5,0.5,True,3,0
332,5,1,-4,12.0,10.0,0.5,0.8,0.6785714285714286,56.0,0.8,35.0,3.0,0.6666666666666666,0.3333333333333333,True,3,0
333,19,22,3,9.0,12.0,0.4444444444444444,0.6666666666666666,0.4936708860759494,79.0,0.5283018867924528,53.0,2.0,0.0,1.0,True,3,0
334,19,22,3,13.0,13.0,0.5384615384615384,0.6923076923076923,0.4875,80.0,0.5370370370370371,54.0,3.0,0.0,1.0,True,3,0
335,1,6,5,2.0,5.0,1.0,0.4,0.8055555555555556,36.0,0.6666666666666666,33.0,0.0,0.0,0.0,True,3,0
336,5,9,4,9.0,5.0,0.5555555555555556,0.8,0.6666666666666666,57.0,0.5306122448979592,49.0,6.0,0.6666666666666666,0.3333333333333333,True,3,0
337,1,6,5,3.0,3.0,1.0,0.6666666666666666,0.7837837837837838,37.0,0.6764705882352942,34.0,1.0,0.0,1.0,True,3,0
338,5,9,4,13.0,11.0,0.8461538461538461,0.5454545454545454,0.6551724137931034,58.0,0.54,50.0,7.0,0.5714285714285714,0.42857142857142855,True,3,0
339,5,19,14,1.0,11.0,1.0,0.5454545454545454,0.6557377049180327,61.0,0.4939759036144578,83.0,3.0,0.6666666666666666,0.3333333333333333,True,3,1
340,5,19,14,15.0,10.0,0.8,0.4,0.6612903225806451,62.0,0.4880952380952381,84.0,4.0,0.75,0.25,True,3,1
341,2,5,3,7.0,13.0,0.5714285714285714,0.7692307692307693,0.627906976744186,43.0,0.6666666666666666,63.0,4.0,0.75,0.25,True,3,1
342,2,5,3,9.0,13.0,0.6666666666666666,0.46153846153846156,0.6363636363636364,44.0,0.65625,64.0,5.0,0.8,0.2,True,3,1
343,22,28,6,14.0,5.0,0.7142857142857143,0.6,0.5454545454545454,55.0,0.5757575757575758,33.0,0.0,0.0,0.0,True,1,1
344,27,4,-23,1.0,6.0,1.0,0.3333333333333333,0.6666666666666666,6.0,0.625,48.0,0.0,0.0,0.0,True,1,0
345,19,10,-9,6.0,3.0,0.6666666666666666,0.3333333333333333,0.4823529411764706,85.0,0.5333333333333333,30.0,0.0,0.0,0.0,True,1,1
346,24,5,-19,6.0,11.0,0.6666666666666666,0.5454545454545454,0.6271186440677966,59.0,0.6461538461538462,65.0,0.0,0.0,0.0,True,1,0
347,6,15,9,7.0,9.0,0.5714285714285714,0.4444444444444444,0.7027027027027027,37.0,0.46551724137931033,58.0,2.0,1.0,0.0,True,1,0
348,11,12,1,4.0,6.0,0.5,0.5,0.5625,32.0,0.5294117647058824,51.0,2.0,1.0,0.0,True,1,1
349,18,4,-14,15.0,7.0,0.7333333333333333,0.42857142857142855,0.5535714285714286,56.0,0.6326530612244898,49.0,6.0,0.3333333333333333,0.6666666666666666,True,3,0
350,18,4,-14,7.0,8.0,0.2857142857142857,0.875,0.543859649122807,57.0,0.64,50.0,7.0,0.2857142857142857,0.7142857142857143,True,3,0
351,19,3,-16,11.0,5.0,0.36363636363636365,0.6,0.4883720930232558,86.0,0.6666666666666666,42.0,6.0,0.3333333333333333,0.6666666666666666,True,3,0
352,10,21,11,3.0,19.0,0.3333333333333333,0.8947368421052632,0.5161290322580645,31.0,0.6551724137931034,87.0,0.0,0.0,0.0,True,3,0
353,10,21,11,10.0,13.0,0.6,0.3076923076923077,0.5,32.0,0.6590909090909091,88.0,1.0,0.0,1.0,True,3,1
354,19,3,-16,17.0,5.0,0.47058823529411764,0.6,0.4827586206896552,87.0,0.6744186046511628,43.0,7.0,0.2857142857142857,0.7142857142857143,True,3,1
355,19,3,-16,7.0,6.0,0.7142857142857143,0.8333333333333334,0.48863636363636365,88.0,0.6590909090909091,44.0,8.0,0.375,0.625,True,3,1
356,10,21,11,4.0,14.0,0.5,0.8571428571428571,0.5151515151515151,33.0,0.651685393258427,89.0,2.0,0.5,0.5,True,3,0
357,5,27,22,4.0,13.0,0.75,0.6923076923076923,0.6842105263157895,38.0,0.6166666666666667,60.0,0.0,0.0,0.0,True,3,1
358,5,27,22,7.0,7.0,0.8571428571428571,0.42857142857142855,0.6923076923076923,39.0,0.6065573770491803,61.0,1.0,1.0,0.0,True,3,1
359,2,11,9,8.0,9.0,0.625,0.6666666666666666,0.6521739130434783,46.0,0.5757575757575758,33.0,2.0,1.0,0.0,True,3,0
360,18,21,3,13.0,20.0,0.6923076923076923,0.9,0.5344827586206896,58.0,0.6477272727272727,88.0,0.0,0.0,0.0,True,3,0
361,2,11,9,6.0,5.0,0.5,0.4,0.6382978723404256,47.0,0.5882352941176471,34.0,3.0,0.6666666666666666,0.3333333333333333,True,3,0
362,18,21,3,16.0,14.0,0.6875,0.5714285714285714,0.5254237288135594,59.0,0.651685393258427,89.0,1.0,0.0,1.0,True,3,1
363,18,21,3,9.0,17.0,0.4444444444444444,0.5294117647058824,0.5333333333333333,60.0,0.6444444444444445,90.0,2.0,0.5,0.5,True,3,1
364,16,6,-10,15.0,14.0,0.6,0.7142857142857143,0.4745762711864407,59.0,0.6515151515151515,66.0,2.0,0.0,1.0,True,3,0
365,29,3,-26,3.0,12.0,0.6666666666666666,0.75,0.6,10.0,0.6444444444444445,45.0,0.0,0.0,0.0,True,3,0
366,16,6,-10,10.0,8.0,0.5,0.625,0.4666666666666667,60.0,0.6567164179104478,67.0,3.0,0.0,1.0,True,3,0
367,29,3,-26,1.0,7.0,0.0,0.7142857142857143,0.5454545454545454,11.0,0.6521739130434783,46.0,1.0,0.0,1.0,True,3,1
368,29,3,-26,3.0,8.0,0.6666666666666666,0.75,0.5833333333333334,12.0,0.6382978723404256,47.0,2.0,0.5,0.5,True,3,0
369,12,16,4,4.0,16.0,0.25,0.5625,0.5272727272727272,55.0,0.45901639344262296,61.0,6.0,0.3333333333333333,0.6666666666666666,True,3,0
370,5,2,-3,5.0,2.0,0.8,0.5,0.7,40.0,0.625,48.0,2.0,1.0,0.0,True,3,1
371,12,16,4,10.0,9.0,0.7,0.2222222222222222,0.5178571428571429,56.0,0.46774193548387094,62.0,7.0,0.2857142857142857,0.7142857142857143,True,3,0
372,5,2,-3,8.0,8.0,0.5,0.75,0.7073170731707317,41.0,0.6122448979591837,49.0,3.0,1.0,0.0,True,3,1
373,18,3,-15,10.0,7.0,0.5,0.7142857142857143,0.5409836065573771,61.0,0.6666666666666666,45.0,0.0,0.0,0.0,True,3,0
