,rank,opp_rank,rank_diff,map_playcount,opp_map_playcount,map_winrate,opp_map_winrate,all_maps_winrate,all_maps_playcount,opp_all_maps_winrate,opp_all_maps_playcount,h2h_maps,h2h_wr,opp_h2h_wr,lan,format,win
374,4,19,15,8.0,15.0,0.5,0.5333333333333333,0.6470588235294118,51.0,0.4943820224719101,89.0,0.0,0.0,0.0,True,3,1
375,18,3,-15,7.0,12.0,0.14285714285714285,0.75,0.532258064516129,62.0,0.6739130434782609,46.0,1.0,0.0,1.0,True,3,0
376,4,19,15,16.0,15.0,0.5625,0.4666666666666667,0.6538461538461539,52.0,0.4888888888888889,90.0,1.0,1.0,0.0,True,3,1
377,16,5,-11,17.0,7.0,0.5882352941176471,0.5714285714285714,0.47619047619047616,63.0,0.7,40.0,3.0,0.3333333333333333,0.6666666666666666,True,3,1
378,11,6,-5,5.0,14.0,0.8,0.42857142857142855,0.6,35.0,0.6617647058823529,68.0,0.0,0.0,0.0,True,3,0
379,16,5,-11,11.0,4.0,0.36363636363636365,0.75,0.484375,64.0,0.6829268292682927,41.0,4.0,0.5,0.5,True,3,0
380,11,6,-5,3.0,16.0,0.6666666666666666,0.8125,0.5833333333333334,36.0,0.6666666666666666,69.0,1.0,0.0,1.0,True,3,1
381,16,5,-11,11.0,8.0,0.45454545454545453,0.5,0.47692307692307695,65.0,0.6904761904761905,42.0,5.0,0.4,0.6,True,3,0
382,11,6,-5,5.0,12.0,0.6,0.5833333333333334,0.5945945945945946,37.0,0.6571428571428571,70.0,2.0,0.5,0.5,True,3,0
383,5,19,14,8.0,18.0,0.875,0.5,0.6829268292682927,41.0,0.4943820224719101,89.0,3.0,0.6666666666666666,0.3333333333333333,True,3,1
384,5,19,14,8.0,15.0,0.5,0.5333333333333333,0.6904761904761905,42.0,0.4888888888888889,90.0,4.0,0.75,0.25,True,3,1
385,3,11,8,12.0,6.0,0.8333333333333334,0.6666666666666666,0.6818181818181818,44.0,0.5789473684210527,38.0,0.0,0.0,0.0,True,3,0
386,3,11,8,8.0,10.0,0.75,0.7,0.6666666666666666,45.0,0.5897435897435898,39.0,1.0,0.0,1.0,True,3,1
387,3,11,8,4.0,6.0,0.5,0.5,0.6739130434782609,46.0,0.575,40.0,2.0,0.5,0.5,True,3,1
388,6,5,-1,15.0,4.0,0.4666666666666667,0.75,0.6619718309859155,71.0,0.6976744186046512,43.0,0.0,0.0,0.0,True,3,1
389,6,5,-1,17.0,7.0,0.7647058823529411,0.7142857142857143,0.6666666666666666,72.0,0.6818181818181818,44.0,1.0,1.0,0.0,True,3,0
390,6,5,-1,9.0,8.0,0.6666666666666666,0.5,0.6575342465753424,73.0,0.6888888888888889,45.0,2.0,0.5,0.5,True,3,0
391,4,3,-1,7.0,8.0,0.7142857142857143,0.75,0.66,50.0,0.6808510638297872,47.0,4.0,0.5,0.5,True,3,0
392,4,3,-1,9.0,5.0,0.8888888888888888,0.6,0.6470588235294118,51.0,0.6875,48.0,5.0,0.4,0.6,True,3,0
393,5,3,-2,8.0,5.0,0.75,0.6,0.6956521739130435,46.0,0.6938775510204082,49.0,5.0,0.4,0.6,True,3,1
394,5,3,-2,5.0,13.0,0.6,0.7692307692307693,0.7021276595744681,47.0,0.68,50.0,6.0,0.5,0.5,True,3,1
395,18,26,8,6.0,3.0,0.3333333333333333,0.3333333333333333,0.5283018867924528,53.0,0.45454545454545453,22.0,0.0,0.0,0.0,True,1,0
396,23,25,2,10.0,7.0,0.7,0.2857142857142857,0.5283018867924528,53.0,0.47058823529411764,34.0,2.0,1.0,0.0,True,1,0
397,26,23,-3,3.0,15.0,0.3333333333333333,0.6,0.4782608695652174,23.0,0.5263157894736842,57.0,0.0,0.0,0.0,True,3,0
398,26,23,-3,7.0,12.0,0.5714285714285714,0.5833333333333334,0.4583333333333333,24.0,0.5344827586206896,58.0,1.0,0.0,1.0,True,3,1
399,26,23,-3,4.0,8.0,0.75,0.5,0.48,25.0,0.5254237288135594,59.0,2.0,0.5,0.5,True,3,0
400,23,25,2,4.0,3.0,0.25,1.0,0.5333333333333333,60.0,0.5135135135135135,37.0,3.0,0.6666666666666666,0.3333333333333333,True,3,0
401,23,25,2,9.0,5.0,0.5555555555555556,0.6,0.5245901639344263,61.0,0.5263157894736842,38.0,4.0,0.5,0.5,True,3,0
402,22,5,-17,12.0,7.0,0.8333333333333334,0.7142857142857143,0.6506024096385542,83.0,0.5405405405405406,37.0,0.0,0.0,0.0,True,1,0
403,4,23,19,7.0,4.0,0.7142857142857143,0.5,0.6785714285714286,28.0,0.5384615384615384,13.0,0.0,0.0,0.0,True,1,1
404,27,18,-9,10.0,6.0,0.8,0.5,0.6,45.0,0.48717948717948717,39.0,0.0,0.0,0.0,True,1,0
405,16,26,10,11.0,4.0,0.5454545454545454,0.25,0.5421686746987951,83.0,0.5,22.0,0.0,0.0,0.0,True,1,0
406,29,7,-22,14.0,2.0,0.6428571428571429,0.0,0.589041095890411,73.0,0.53125,32.0,0.0,0.0,0.0,True,1,1
407,14,11,-3,11.0,3.0,0.7272727272727273,0.6666666666666666,0.5454545454545454,44.0,0.5357142857142857,28.0,0.0,0.0,0.0,True,1,1
408,12,9,-3,5.0,7.0,0.4,0.14285714285714285,0.5,54.0,0.5384615384615384,52.0,0.0,0.0,0.0,True,1,0
409,18,4,-14,7.0,8.0,0.5714285714285714,0.75,0.5,40.0,0.6896551724137931,29.0,0.0,0.0,0.0,True,1,0
410,5,17,12,5.0,15.0,0.4,0.6,0.5714285714285714,35.0,0.5084745762711864,59.0,0.0,0.0,0.0,True,1,1
411,24,28,4,12.0,5.0,0.3333333333333333,0.4,0.5945945945945946,74.0,0.5217391304347826,23.0,0.0,0.0,0.0,True,1,1
412,9,14,5,10.0,13.0,0.6,0.6153846153846154,0.5471698113207547,53.0,0.5555555555555556,45.0,0.0,0.0,0.0,True,1,1
413,16,7,-9,6.0,8.0,0.5,0.625,0.5357142857142857,84.0,0.5,30.0,0.0,0.0,0.0,True,1,1
414,12,11,-1,10.0,9.0,0.7,0.5555555555555556,0.5172413793103449,29.0,0.4909090909090909,55.0,0.0,0.0,0.0,True,1,0
415,19,18,-1,8.0,16.0,0.625,0.5625,0.5,38.0,0.5,60.0,3.0,0.6666666666666666,0.3333333333333333,True,1,0
416,28,26,-2,1.0,1.0,0.0,1.0,0.5,24.0,0.5333333333333333,15.0,3.0,0.6666666666666666,0.3333333333333333,True,1,1
417,16,22,6,11.0,13.0,0.7272727272727273,0.7692307692307693,0.5411764705882353,85.0,0.6470588235294118,85.0,4.0,0.0,1.0,True,1,1
418,14,11,-3,12.0,14.0,0.75,0.7142857142857143,0.5434782608695652,46.0,0.5,56.0,7.0,0.8571428571428571,0.14285714285714285,True,1,1
419,24,4,-20,14.0,3.0,0.7857142857142857,0.6666666666666666,0.6,75.0,0.6785714285714286,28.0,0.0,0.0,0.0,True,3,0
420,9,5,-4,7.0,7.0,0.42857142857142855,0.7142857142857143,0.5555555555555556,54.0,0.5833333333333334,36.0,0.0,0.0,0.0,True,3,0
421,24,4,-20,13.0,8.0,0.6153846153846154,0.75,0.5921052631578947,76.0,0.6896551724137931,29.0,1.0,0.0,1.0,True,3,0
422,9,5,-4,12.0,6.0,0.6666666666666666,0.5,0.5454545454545454,55.0,0.5945945945945946,37.0,1.0,0.0,1.0,True,3,1
423,9,5,-4,8.0,3.0,0.25,0.3333333333333333,0.5535714285714286,56.0,0.5789473684210527,38.0,2.0,0.5,0.5,True,3,1
424,26,22,-4,2.0,16.0,0.5,0.4375,0.5,16.0,0.65,80.0,0.0,0.0,0.0,True,3,0
425,26,22,-4,1.0,17.0,1.0,0.8235294117647058,0.47058823529411764,17.0,0.654320987654321,81.0,1.0,0.0,1.0,True,3,0
426,19,7,-12,4.0,2.0,0.0,0.5,0.48717948717948717,39.0,0.5,34.0,0.0,0.0,0.0,True,3,0
427,19,7,-12,7.0,3.0,0.8571428571428571,0.6666666666666666,0.475,40.0,0.5142857142857142,35.0,1.0,0.0,1.0,True,3,0
428,5,16,11,8.0,20.0,0.75,0.5,0.5641025641025641,39.0,0.5465116279069767,86.0,3.0,0.6666666666666666,0.3333333333333333,True,3,1
429,24,18,-6,15.0,3.0,0.6666666666666666,0.3333333333333333,0.5844155844155844,77.0,0.5081967213114754,61.0,0.0,0.0,0.0,True,3,1
430,5,16,11,7.0,7.0,0.42857142857142855,0.5714285714285714,0.575,40.0,0.5402298850574713,87.0,4.0,0.75,0.25,True,3,1
431,24,18,-6,8.0,10.0,0.5,0.5,0.5897435897435898,78.0,0.5,62.0,1.0,1.0,0.0,True,3,0
432,28,14,-14,6.0,13.0,0.3333333333333333,0.7692307692307693,0.52,25.0,0.5531914893617021,47.0,3.0,0.6666666666666666,0.3333333333333333,True,3,0
433,24,18,-6,15.0,8.0,0.7333333333333333,0.625,0.5822784810126582,79.0,0.5079365079365079,63.0,2.0,0.5,0.5,True,3,1
434,28,14,-14,7.0,3.0,0.7142857142857143,0.0,0.5,26.0,0.5625,48.0,4.0,0.5,0.5,True,3,0
435,22,18,-4,17.0,9.0,0.8235294117647058,0.5555555555555556,0.6708860759493671,79.0,0.5,64.0,0.0,0.0,0.0,True,3,0
436,22,18,-4,16.0,17.0,0.5,0.5882352941176471,0.6625,80.0,0.5076923076923077,65.0,1.0,0.0,1.0,True,3,1
437,22,18,-4,15.0,12.0,0.6,0.5833333333333334,0.6666666666666666,81.0,0.5,66.0,2.0,0.5,0.5,True,3,1
438,28,7,-21,2.0,3.0,0.0,0.6666666666666666,0.48148148148148145,27.0,0.5277777777777778,36.0,0.0,0.0,0.0,True,3,0
439,28,7,-21,8.0,6.0,0.625,0.5,0.4642857142857143,28.0,0.5405405405405406,37.0,1.0,0.0,1.0,True,3,0
440,17,7,-10,12.0,3.0,0.3333333333333333,0.6666666666666666,0.5633802816901409,71.0,0.5757575757575758,33.0,0.0,0.0,0.0,True,1,0
441,8,22,14,6.0,12.0,0.5,0.75,0.5882352941176471,34.0,0.6785714285714286,84.0,0.0,0.0,0.0,True,1,0
442,15,14,-1,7.0,3.0,0.5714285714285714,0.6666666666666666,0.5,42.0,0.5714285714285714,49.0,3.0,0.6666666666666666,0.3333333333333333,True,1,1
443,1,5,4,9.0,6.0,0.5555555555555556,0.5,0.6363636363636364,33.0,0.5853658536585366,41.0,0.0,0.0,0.0,True,1,1
444,27,24,-3,7.0,13.0,0.5714285714285714,0.38461538461538464,0.5,54.0,0.5875,80.0,0.0,0.0,0.0,True,1,0
445,2,4,2,6.0,6.0,1.0,0.6666666666666666,0.7714285714285715,35.0,0.6785714285714286,28.0,2.0,1.0,0.0,True,1,1
446,20,9,-11,7.0,9.0,0.5714285714285714,0.5555555555555556,0.5555555555555556,54.0,0.574468085106383,47.0,0.0,0.0,0.0,True,1,0
447,7,3,-4,6.0,7.0,0.6666666666666666,0.7142857142857143,0.5882352941176471,34.0,0.7272727272727273,33.0,0.0,0.0,0.0,True,1,1
448,15,22,7,8.0,10.0,0.5,0.7,0.5116279069767442,43.0,0.6823529411764706,85.0,0.0,0.0,0.0,True,1,0
449,2,9,7,8.0,10.0,0.75,0.6,0.7777777777777778,36.0,0.5833333333333334,48.0,3.0,0.3333333333333333,0.6666666666666666,True,1,1
450,1,24,23,4.0,14.0,1.0,0.42857142857142855,0.7,30.0,0.5925925925925926,81.0,0.0,0.0,0.0,True,1,1
451,8,14,6,5.0,4.0,0.6,0.5,0.5714285714285714,35.0,0.56,50.0,0.0,0.0,0.0,True,1,0
452,20,4,-16,9.0,2.0,0.5555555555555556,0.5,0.5454545454545454,55.0,0.64,25.0,0.0,0.0,0.0,True,1,1
453,5,27,22,7.0,9.0,0.42857142857142855,0.3333333333333333,0.5714285714285714,42.0,0.4909090909090909,55.0,0.0,0.0,0.0,True,1,0
454,3,14,11,5.0,7.0,0.4,0.5714285714285714,0.7058823529411765,34.0,0.5686274509803921,51.0,2.0,1.0,0.0,True,1,1
455,9,27,18,11.0,15.0,0.5454545454545454,0.4666666666666667,0.5714285714285714,49.0,0.5,56.0,0.0,0.0,0.0,True,1,0
456,24,20,-4,16.0,10.0,0.6875,0.6,0.5853658536585366,82.0,0.5535714285714286,56.0,1.0,0.0,1.0,True,1,1
457,1,7,6,9.0,7.0,0.5555555555555556,0.7142857142857143,0.7096774193548387,31.0,0.6,35.0,0.0,0.0,0.0,True,3,1
458,22,2,-20,19.0,6.0,0.7894736842105263,0.8333333333333334,0.686046511627907,86.0,0.7837837837837838,37.0,2.0,0.0,1.0,True,3,0
459,1,7,6,5.0,8.0,1.0,0.5,0.71875,32.0,0.5833333333333334,36.0,1.0,1.0,0.0,True,3,0
460,22,2,-20,17.0,7.0,0.5294117647058824,1.0,0.6781609195402298,87.0,0.7894736842105263,38.0,3.0,0.0,1.0,True,3,0
461,1,7,6,4.0,4.0,1.0,0.25,0.696969696969697,33.0,0.5945945945945946,37.0,2.0,0.5,0.5,True,3,1
462,17,5,-12,0.0,8.0,0.0,0.375,0.547945205479452,73.0,0.5581395348837209,43.0,0.0,0.0,0.0,True,3,0
463,17,5,-12,7.0,4.0,0.7142857142857143,0.25,0.5405405405405406,74.0,0.5681818181818182,44.0,1.0,0.0,1.0,True,3,0
464,8,4,-4,7.0,7.0,0.7142857142857143,0.8571428571428571,0.5555555555555556,36.0,0.6153846153846154,26.0,0.0,0.0,0.0,True,3,0
465,8,4,-4,8.0,1.0,0.625,0.0,0.5405405405405406,37.0,0.6296296296296297,27.0,1.0,0.0,1.0,True,3,0
466,5,20,15,9.0,8.0,0.7777777777777778,0.5,0.5777777777777777,45.0,0.543859649122807,57.0,2.0,0.0,1.0,True,3,0
467,9,14,5,5.0,14.0,0.6,0.7857142857142857,0.56,50.0,0.5576923076923077,52.0,1.0,1.0,0.0,True,3,0
468,9,14,5,5.0,7.0,0.8,0.2857142857142857,0.5490196078431373,51.0,0.5660377358490566,53.0,2.0,0.5,0.5,True,3,0
469,5,20,15,6.0,14.0,0.5,0.6428571428571429,0.5652173913043478,46.0,0.5517241379310345,58.0,3.0,0.0,1.0,True,3,1
470,22,3,-19,20.0,2.0,0.75,1.0,0.6704545454545454,88.0,0.7142857142857143,35.0,0.0,0.0,0.0,True,3,1
471,5,20,15,9.0,12.0,0.4444444444444444,0.5833333333333334,0.574468085106383,47.0,0.5423728813559322,59.0,4.0,0.25,0.75,True,3,1
472,22,3,-19,18.0,3.0,0.5,0.6666666666666666,0.6741573033707865,89.0,0.6944444444444444,36.0,1.0,1.0,0.0,True,3,1
473,15,4,-11,4.0,8.0,0.25,0.875,0.4888888888888889,45.0,0.6428571428571429,28.0,3.0,0.3333333333333333,0.6666666666666666,True,3,0
474,7,27,20,4.0,5.0,0.75,0.4,0.5789473684210527,38.0,0.5087719298245614,57.0,0.0,0.0,0.0,True,3,1
475,15,4,-11,8.0,3.0,0.5,0.3333333333333333,0.4782608695652174,46.0,0.6551724137931034,29.0,4.0,0.25,0.75,True,3,1
476,7,27,20,3.0,8.0,1.0,0.75,0.5897435897435898,39.0,0.5,58.0,1.0,1.0,0.0,True,3,1
477,15,4,-11,9.0,6.0,0.4444444444444444,0.6666666666666666,0.48936170212765956,47.0,0.6333333333333333,30.0,5.0,0.4,0.6,True,3,1
478,19,22,3,17.0,9.0,0.7058823529411765,0.7777777777777778,0.5903614457831325,83.0,0.6140350877192983,57.0,3.0,0.3333333333333333,0.6666666666666666,True,3,0
479,19,22,3,12.0,9.0,0.5833333333333334,0.7777777777777778,0.5833333333333334,84.0,0.6206896551724138,58.0,4.0,0.25,0.75,True,3,0
480,3,4,1,10.0,6.0,0.7,0.5,0.5833333333333334,48.0,0.6756756756756757,37.0,5.0,0.4,0.6,True,3,0
481,3,4,1,7.0,7.0,0.5714285714285714,0.8571428571428571,0.5714285714285714,49.0,0.6842105263157895,38.0,6.0,0.3333333333333333,0.6666666666666666,True,3,1
482,3,4,1,5.0,3.0,0.4,0.6666666666666666,0.58,50.0,0.6666666666666666,39.0,7.0,0.42857142857142855,0.5714285714285714,True,3,1
483,15,28,13,5.0,9.0,0.2,0.4444444444444444,0.5,48.0,0.5,56.0,0.0,0.0,0.0,True,3,1
484,15,28,13,11.0,5.0,0.7272727272727273,0.4,0.5102040816326531,49.0,0.49122807017543857,57.0,1.0,1.0,0.0,True,3,0
485,15,28,13,10.0,15.0,0.5,0.4666666666666667,0.5,50.0,0.5,58.0,2.0,0.5,0.5,True,3,0
486,19,10,-9,9.0,14.0,0.4444444444444444,0.5714285714285714,0.5764705882352941,85.0,0.5740740740740741,54.0,0.0,0.0,0.0,True,3,1
487,19,10,-9,18.0,8.0,0.6666666666666666,0.375,0.5813953488372093,86.0,0.5636363636363636,55.0,1.0,1.0,0.0,True,3,1
488,2,3,1,3.0,8.0,0.6666666666666666,0.5,0.7058823529411765,34.0,0.5882352941176471,51.0,1.0,1.0,0.0,True,3,1
489,2,3,1,6.0,11.0,0.6666666666666666,0.6363636363636364,0.7142857142857143,35.0,0.5769230769230769,52.0,2.0,1.0,0.0,True,3,0
490,2,3,1,6.0,8.0,0.8333333333333334,0.625,0.6944444444444444,36.0,0.5849056603773585,53.0,3.0,0.6666666666666666,0.3333333333333333,True,3,1
491,1,28,27,9.0,15.0,0.7777777777777778,0.5333333333333333,0.7948717948717948,39.0,0.5178571428571429,56.0,0.0,0.0,0.0,True,3,1
492,1,28,27,7.0,8.0,0.8571428571428571,0.625,0.8,40.0,0.5087719298245614,57.0,1.0,1.0,0.0,True,3,1
493,13,22,9,16.0,12.0,0.625,0.4166666666666667,0.6781609195402298,87.0,0.6181818181818182,55.0,0.0,0.0,0.0,True,3,0
494,13,22,9,10.0,9.0,0.7,0.8888888888888888,0.6704545454545454,88.0,0.625,56.0,1.0,0.0,1.0,True,3,0
495,7,19,12,5.0,18.0,0.2,0.6666666666666666,0.6,40.0,0.573170731707317,82.0,1.0,0.0,1.0,True,3,0
496,7,19,12,5.0,13.0,0.8,0.5384615384615384,0.5853658536585366,41.0,0.5783132530120482,83.0,2.0,0.0,1.0,True,3,0
497,2,22,20,5.0,9.0,1.0,0.7777777777777778,0.7027027027027027,37.0,0.631578947368421,57.0,0.0,0.0,0.0,True,3,1
498,2,22,20,10.0,11.0,0.6,0.6363636363636364,0.7105263157894737,38.0,0.6206896551724138,58.0,1.0,1.0,0.0,True,3,0
499,2,22,20,7.0,13.0,0.8571428571428571,0.46153846153846156,0.6923076923076923,39.0,0.6271186440677966,59.0,2.0,0.5,0.5,True,3,0
500,1,19,18,5.0,14.0,0.6,0.42857142857142855,0.8048780487804879,41.0,0.5833333333333334,84.0,0.0,0.0,0.0,True,3,1
501,1,19,18,10.0,10.0,0.8,0.5,0.8095238095238095,42.0,0.5764705882352941,85.0,1.0,1.0,0.0,True,3,1
502,22,1,-21,10.0,6.0,0.9,0.6666666666666666,0.6333333333333333,60.0,0.813953488372093,43.0,0.0,0.0,0.0,True,3,0
503,22,1,-21,7.0,8.0,0.42857142857142855,1.0,0.6229508196721312,61.0,0.8181818181818182,44.0,1.0,0.0,1.0,True,3,0
504,12,17,5,8.0,7.0,0.625,0.42857142857142855,0.5263157894736842,38.0,0.47619047619047616,63.0,0.0,0.0,0.0,True,1,0
505,14,18,4,4.0,4.0,0.25,0.25,0.5128205128205128,39.0,0.46875,32.0,0.0,0.0,0.0,True,1,0
506,11,24,13,7.0,7.0,0.7142857142857143,0.42857142857142855,0.5609756097560976,41.0,0.41379310344827586,29.0,0.0,0.0,0.0,True,1,1
507,5,27,22,15.0,5.0,0.7333333333333333,0.6,0.6712328767123288,73.0,0.4482758620689655,29.0,0.0,0.0,0.0,True,1,1
508,8,25,17,6.0,11.0,0.6666666666666666,0.8181818181818182,0.5714285714285714,42.0,0.5964912280701754,57.0,2.0,1.0,0.0,True,1,0
509,6,17,11,2.0,16.0,0.5,0.6875,0.6086956521739131,23.0,0.484375,64.0,0.0,0.0,0.0,True,3,1
510,6,17,11,8.0,8.0,1.0,0.5,0.625,24.0,0.47692307692307695,65.0,1.0,1.0,0.0,True,3,1
511,18,2,-16,5.0,9.0,0.4,0.7777777777777778,0.48484848484848486,33.0,0.6829268292682927,41.0,2.0,0.0,1.0,True,3,0
512,18,2,-16,4.0,7.0,0.25,0.5714285714285714,0.47058823529411764,34.0,0.6904761904761905,42.0,3.0,0.0,1.0,True,3,0
513,8,27,19,8.0,9.0,0.625,0.5555555555555556,0.5581395348837209,43.0,0.43333333333333335,30.0,2.0,1.0,0.0,True,3,1
514,8,27,19,9.0,7.0,0.5555555555555556,0.2857142857142857,0.5681818181818182,44.0,0.41935483870967744,31.0,3.0,1.0,0.0,True,3,1
515,3,11,8,6.0,6.0,0.5,0.5,0.5740740740740741,54.0,0.5714285714285714,42.0,3.0,0.3333333333333333,0.6666666666666666,True,3,0
516,12,18,6,9.0,4.0,0.5555555555555556,0.75,0.5128205128205128,39.0,0.42424242424242425,33.0,2.0,0.0,1.0,True,3,0
517,12,18,6,4.0,3.0,0.75,0.0,0.5,40.0,0.4411764705882353,34.0,3.0,0.0,1.0,True,3,0
518,3,11,8,12.0,8.0,0.6666666666666666,0.375,0.5636363636363636,55.0,0.5813953488372093,43.0,4.0,0.25,0.75,True,3,0
519,5,25,20,16.0,12.0,0.75,0.75,0.6756756756756757,74.0,0.603448275862069,58.0,6.0,0.5,0.5,True,3,0
520,5,25,20,11.0,10.0,0.8181818181818182,0.4,0.6666666666666666,75.0,0.6101694915254238,59.0,7.0,0.42857142857142855,0.5714285714285714,True,3,0
521,3,8,5,7.0,4.0,0.42857142857142855,1.0,0.5535714285714286,56.0,0.5777777777777777,45.0,0.0,0.0,0.0,True,3,1
522,24,5,-19,5.0,13.0,0.6,0.5384615384615384,0.44,25.0,0.6578947368421053,76.0,0.0,0.0,0.0,True,3,0
523,3,8,5,9.0,9.0,0.4444444444444444,0.5555555555555556,0.5614035087719298,57.0,0.5652173913043478,46.0,1.0,1.0,0.0,True,3,1
524,24,5,-19,4.0,17.0,0.25,0.7058823529411765,0.4230769230769231,26.0,0.6623376623376623,77.0,1.0,0.0,1.0,True,3,1
525,24,5,-19,5.0,14.0,0.6,0.5714285714285714,0.4444444444444444,27.0,0.6538461538461539,78.0,2.0,0.5,0.5,True,3,0
526,6,2,-4,9.0,10.0,1.0,0.6,0.64,25.0,0.6842105263157895,38.0,0.0,0.0,0.0,True,3,0
527,18,17,-1,5.0,18.0,0.2,0.6666666666666666,0.42424242424242425,33.0,0.4852941176470588,68.0,1.0,0.0,1.0,True,3,1
528,6,2,-4,4.0,5.0,0.25,1.0,0.6153846153846154,26.0,0.6923076923076923,39.0,1.0,0.0,1.0,True,3,0
529,18,17,-1,5.0,9.0,0.8,0.4444444444444444,0.4411764705882353,34.0,0.4782608695652174,69.0,2.0,0.5,0.5,True,3,1
530,3,5,2,9.0,12.0,0.5555555555555556,0.75,0.5689655172413793,58.0,0.6582278481012658,79.0,6.0,0.8333333333333334,0.16666666666666666,True,3,1
531,11,25,14,9.0,12.0,0.4444444444444444,0.8333333333333334,0.5909090909090909,44.0,0.6166666666666667,60.0,2.0,0.0,1.0,True,3,0
532,3,5,2,10.0,14.0,0.5,0.5714285714285714,0.576271186440678,59.0,0.65,80.0,7.0,0.8571428571428571,0.14285714285714285,True,3,0
533,11,25,14,8.0,8.0,0.75,0.5,0.5777777777777777,45.0,0.6229508196721312,61.0,3.0,0.0,1.0,True,3,1
534,3,5,2,8.0,18.0,0.75,0.6666666666666666,0.5666666666666667,60.0,0.654320987654321,81.0,8.0,0.75,0.25,True,3,1
535,11,25,14,4.0,11.0,0.5,0.45454545454545453,0.5869565217391305,46.0,0.6129032258064516,62.0,4.0,0.25,0.75,True,3,1
536,25,18,-7,7.0,6.0,0.42857142857142855,0.8333333333333334,0.6031746031746031,63.0,0.45714285714285713,35.0,0.0,0.0,0.0,True,3,0
537,25,18,-7,13.0,9.0,0.7692307692307693,0.5555555555555556,0.59375,64.0,0.4722222222222222,36.0,1.0,0.0,1.0,True,3,0
538,6,3,-3,5.0,9.0,0.2,0.7777777777777778,0.5925925925925926,27.0,0.5737704918032787,61.0,0.0,0.0,0.0,True,3,1
539,6,3,-3,10.0,11.0,0.9,0.45454545454545453,0.6071428571428571,28.0,0.5645161290322581,62.0,1.0,1.0,0.0,True,3,0
540,6,3,-3,3.0,10.0,0.6666666666666666,0.6,0.5862068965517241,29.0,0.5714285714285714,63.0,2.0,0.5,0.5,True,3,0
541,2,18,16,2.0,4.0,0.5,0.25,0.6842105263157895,38.0,0.5142857142857142,35.0,2.0,1.0,0.0,True,3,0
542,2,18,16,7.0,5.0,0.5714285714285714,0.2,0.6666666666666666,39.0,0.5277777777777778,36.0,3.0,0.6666666666666666,0.3333333333333333,True,3,1
543,2,18,16,6.0,10.0,1.0,0.6,0.675,40.0,0.5135135135135135,37.0,4.0,0.75,0.25,True,3,0
544,11,3,-8,5.0,11.0,0.6,0.6363636363636364,0.5957446808510638,47.0,0.578125,64.0,5.0,0.8,0.2,True,3,0
545,11,3,-8,7.0,8.0,0.5714285714285714,0.5,0.5833333333333334,48.0,0.5846153846153846,65.0,6.0,0.6666666666666666,0.3333333333333333,True,3,1
546,11,3,-8,6.0,10.0,0.6666666666666666,0.7,0.5918367346938775,49.0,0.5757575757575758,66.0,7.0,0.7142857142857143,0.2857142857142857,True,3,1
547,18,11,-7,6.0,6.0,0.3333333333333333,0.5,0.5263157894736842,38.0,0.6,50.0,0.0,0.0,0.0,True,3,0
548,18,11,-7,4.0,9.0,0.5,0.7777777777777778,0.5128205128205128,39.0,0.6078431372549019,51.0,1.0,0.0,1.0,True,3,0
549,5,6,1,4.0,17.0,0.5,0.6470588235294118,0.5666666666666667,30.0,0.6463414634146342,82.0,2.0,1.0,0.0,True,3,1
550,5,6,1,11.0,15.0,0.8181818181818182,0.6,0.5806451612903226,31.0,0.6385542168674698,83.0,3.0,1.0,0.0,True,3,1
551,2,25,23,10.0,6.0,0.6,0.5,0.6585365853658537,41.0,0.391304347826087,23.0,0.0,0.0,0.0,True,3,1
552,2,25,23,2.0,6.0,0.5,0.5,0.6666666666666666,42.0,0.375,24.0,1.0,1.0,0.0,True,3,1
553,3,17,14,12.0,13.0,0.5833333333333334,0.8461538461538461,0.5538461538461539,65.0,0.5846153846153846,65.0,0.0,0.0,0.0,True,3,1
554,3,17,14,12.0,12.0,0.6666666666666666,0.4166666666666667,0.5606060606060606,66.0,0.5757575757575758,66.0,1.0,1.0,0.0,True,3,1
555,1,6,5,8.0,15.0,0.625,0.6,0.7674418604651163,43.0,0.6309523809523809,84.0,3.0,0.6666666666666666,0.3333333333333333,True,3,1
556,1,6,5,7.0,3.0,0.8571428571428571,1.0,0.7727272727272727,44.0,0.6235294117647059,85.0,4.0,0.75,0.25,True,3,1
557,25,17,-8,1.0,9.0,0.0,0.5555555555555556,0.36,25.0,0.5671641791044776,67.0,0.0,0.0,0.0,True,3,1
558,25,17,-8,3.0,14.0,0.3333333333333333,0.7142857142857143,0.38461538461538464,26.0,0.5588235294117647,68.0,1.0,1.0,0.0,True,3,0
559,25,17,-8,5.0,14.0,0.4,0.7857142857142857,0.37037037037037035,27.0,0.5652173913043478,69.0,2.0,0.5,0.5,True,3,1
560,2,3,1,3.0,10.0,0.6666666666666666,0.5,0.6744186046511628,43.0,0.5671641791044776,67.0,4.0,0.75,0.25,True,3,1
561,2,3,1,11.0,12.0,0.6363636363636364,0.5,0.6818181818181818,44.0,0.5588235294117647,68.0,5.0,0.8,0.2,True,3,1
562,30,20,-10,6.0,17.0,0.6666666666666666,0.47058823529411764,0.575,40.0,0.5443037974683544,79.0,4.0,0.5,0.5,True,1,0
563,23,29,6,13.0,9.0,0.6923076923076923,0.8888888888888888,0.5166666666666667,60.0,0.6486486486486487,37.0,0.0,0.0,0.0,True,1,0
