match_id,datetime,team1_id,team2_id,team1,team2,t1_score,t2_score,win,format,team1_rank,team2_rank,lan,elim,t1_mu,t1_sigma,t2_mu,t2_sigma,ts_win_prob,t1_elo,t2_elo,elo_win_prob,t1_age,t1_xp,t2_age,t2_xp,t1_mp,t1_wr,t1_ws,t1_rust,t2_mp,t2_wr,t2_ws,t2_rust,h2h_maps,h2h_wr,h2h_rwp,t1_avg_hltv_rating,t1_sd_hltv_rating,t1_avg_fk_pr,t1_sd_fk_pr,t1_avg_cl_pr,t1_sd_cl_pr,t1_avg_pl_rating,t1_sd_pl_rating,t1_avg_pl_adr,t1_sd_pl_adr,t1_avg_plr_kast,t1_sd_plr_kast,t1_avg_pistol_wr,t1_sd_pistol_wr,t2_avg_hltv_rating,t2_sd_hltv_rating,t2_avg_fk_pr,t2_sd_fk_pr,t2_avg_cl_pr,t2_sd_cl_pr,t2_avg_pl_rating,t2_sd_pl_rating,t2_avg_pl_adr,t2_sd_pl_adr,t2_avg_plr_kast,t2_sd_plr_kast,t2_avg_pistol_wr,t2_sd_pistol_wr,t1_mrg_mp,t1_mrg_wr,t1_mrg_rwr,t1_inf_mp,t1_inf_wr,t1_inf_rwr,t1_ovp_mp,t1_ovp_wr,t1_ovp_rwr,t1_nuk_mp,t1_nuk_wr,t1_nuk_rwr,t1_vtg_mp,t1_vtg_wr,t1_vtg_rwr,t1_anc_mp,t1_anc_wr,t1_anc_rwr,t1_anu_mp,t1_anu_wr,t1_anu_rwr,t2_mrg_mp,t2_mrg_wr,t2_mrg_rwr,t2_inf_mp,t2_inf_wr,t2_inf_rwr,t2_ovp_mp,t2_ovp_wr,t2_ovp_rwr,t2_nuk_mp,t2_nuk_wr,t2_nuk_rwr,t2_vtg_mp,t2_vtg_wr,t2_vtg_rwr,t2_anc_mp,t2_anc_wr,t2_anc_rwr,t2_anu_mp,t2_anu_wr,t2_anu_rwr,map_xp,map_wr,map_rwr,age_diff,xp_diff,mp_diff,wr_diff,ws_diff,rust_diff,avg_hltv_rating_diff,sd_hltv_rating_diff,avg_fk_pr_diff,sd_fk_pr_diff,avg_cl_pr_diff,sd_cl_pr_diff,avg_pl_rating_diff,sd_pl_rating_diff,avg_pl_adr_diff,sd_pl_adr_diff,avg_plr_kast_diff,sd_plr_kast_diff,avg_pistol_wr_diff,sd_pistol_wr_diff,mrg_mp_diff,mrg_wr_diff,mrg_rwr_diff,inf_mp_diff,inf_wr_diff,inf_rwr_diff,ovp_mp_diff,ovp_wr_diff,ovp_rwr_diff,nuk_mp_diff,nuk_wr_diff,nuk_rwr_diff,vtg_mp_diff,vtg_wr_diff,vtg_rwr_diff,anc_mp_diff,anc_wr_diff,anc_rwr_diff,anu_mp_diff,anu_wr_diff,anu_rwr_diff
2338653,2019/12/19 12:35,10421,7020,hard-legion,spirit,16,14,1,1,45,29,1,0,26.00090121,3.359004193,26.92106387,2.684644532,0.389127215,1044.236476,1032.432743,0.516980405,62,12,89,35,11,0.454545455,0,8,34,0.647058824,0,4,0,0,0,1.021304348,0.221306483,13.56521739,5.411952046,1.391304348,1.496056568,1.021652174,0.222159874,71.73913043,9.788622461,67.90869565,8.760563464,0.47826087,0.345097997,1.0990625,0.198255822,14.765625,4.234317343,1.515625,1.414127243,1.0990625,0.197416428,73.9025,7.45804641,71.0959375,7.022842355,0.53125,0.373695648,3,0,0.36,4,0.75,0.551724138,8,0.5,0.508264463,0,0,0,2,0,0.36,5,0.4,0.495575221,1,1,0.666666667,14,0.857142857,0.572139303,8,0.375,0.462809917,8,0.75,0.525345622,13,0.384615385,0.498607242,1,0,0.36,4,0,0.423423423,16,0.75,0.548387097,-2,0,0,-27,-23,-23,-0.192513369,0,4,-0.077758152,0.023050661,-1.20040761,1.177634703,-0.124320652,0.081929325,-0.077410326,0.024743446,-2.16336957,2.330576051,-3.18724185,1.737721109,-0.05298913,-0.028597651,-11,-0.857142857,-0.212139303,-4,0.375,0.088914221,0,-0.25,-0.017081159,-13,-0.384615385,-0.498607242,1,0,0,1,0.4,0.072151798,-15,0.25,0.11827957
2338654,2019/12/19 14:20,4869,7718,ence,movistar-riders,7,16,1,1,12,30,1,0,26.6725007,2.835357508,26.76829416,2.472045435,0.487851494,1016.700116,1006.469125,0.514719325,97,19,56,28,13,0.384615385,0,25,45,0.533333333,1,3,0,0,0,1.027333333,0.186421267,13.46666667,3.073904502,1.8,1.30128142,1.027066667,0.186003393,72.074,6.612995589,69.41133333,6.566274811,0.516666667,0.302305952,1.042375,0.179278023,14.1625,4.284984685,1.4125,1.190522469,1.042625,0.179347873,72.2895,6.855904007,70.4375,6.954195406,0.49375,0.357890958,5,0.8,0.611111111,6,0,0.388535032,4,0.75,0.59,4,0.5,0.495327103,0,0,0,7,0.428571429,0.484536082,4,0.25,0.48,9,0.222222222,0.447876448,26,0.5,0.502631579,15,0.466666667,0.521428571,9,0.444444444,0.462809917,6,0.5,0.473372781,15,0.533333333,0.503896104,0,0,0,-5,1,1,41,-9,-32,-0.148717948,-1,22,-0.015041667,0.007143244,-0.69583333,-1.211080183,0.3875,0.110758951,-0.015558333,0.00665552,-0.2155,-0.242908418,-1.02616667,-0.387920595,0.022916667,-0.055585006,-4,0.577777778,0.163234663,-20,-0.5,-0.114096547,-11,0.283333333,0.068571429,-5,0.055555556,0.032517185,-6,-0.5,-0.473372781,-8,-0.104761905,-0.019360021,4,0.25,0.48
2338655,2019/12/19 15:45,5995,7532,g2,big,16,12,1,1,11,33,1,0,25.82225921,2.109088961,26.26217976,2.76762924,0.442870622,1021.136351,1062.738415,0.44041432,79,31,99,34,34,0.382352941,0,3,27,0.444444444,0,5,2,1,0.649350649,1.081343284,0.233480451,13.04477612,3.625913517,1.328358209,0.904186939,1.081432836,0.233631884,74.01313433,8.997937112,70.72955224,8.40361426,0.559701493,0.351142996,1.085322581,0.253985761,13.77419355,3.944859272,1.35483871,1.345203836,1.085322581,0.254184577,74.99354839,9.545663278,69.95612903,9.760781856,0.669354839,0.347149085,7,0.285714286,0.442211055,7,0.428571429,0.449494949,7,0.285714286,0.438888889,9,0.555555556,0.509960159,10,0.6,0.6,11,0.636363636,0.545762712,16,0.6875,0.519274376,12,0.75,0.561349693,11,0.363636364,0.485815603,6,0.5,0.509803922,16,0.4375,0.505882353,0,0,0,10,0.2,0.435797665,7,0.714285714,0.552631579,1,1,-1,-20,-3,7,-0.062091503,0,-2,-0.003979297,-0.02050531,-0.72941743,-0.318945755,-0.026480501,-0.441016897,-0.003889745,-0.020552693,-0.98041406,-0.547726166,0.77342321,-1.357167596,-0.109653346,0.003993911,-5,-0.464285714,-0.119138638,-4,0.064935065,-0.036320653,1,-0.214285714,-0.070915033,-7,0.118055556,0.004077806,10,0.6,0.6,1,0.436363636,0.109965046,9,-0.026785714,-0.033357203
2338656,2019/12/19 17:30,8297,7718,furia,movistar-riders,2,0,1,3,13,30,1,0,25.43769889,2.390563602,26.76829416,2.472045435,0.331722913,1031.845776,1006.469125,0.536455132,7,12,56,29,33,0.484848485,4,0,46,0.52173913,0,0,0,0,0,1.048225806,0.175292605,13.75806452,3.467291794,1.629032258,1.095943708,1.047903226,0.175597203,73.27129032,7.130823253,69.09322581,7.419168672,0.419354839,0.350040878,1.045802469,0.180786104,14.12345679,4.272746583,1.407407407,1.184027212,1.046049383,0.180849839,72.39876543,6.883185701,70.56666667,7.007032799,0.49382716,0.355675563,18,0.611111111,0.515212982,10,0.6,0.49270073,7,0.285714286,0.493449782,11,0.454545455,0.487972509,8,0.375,0.452380952,8,0.25,0.484162896,0,0,0,9,0.222222222,0.447876448,26,0.5,0.502631579,16,0.5,0.530474041,9,0.444444444,0.462809917,6,0.5,0.473372781,15,0.533333333,0.503896104,0,0,0,0,0,-2,-49,-17,-13,-0.036890645,4,0,0.002423337,-0.005493499,-0.36539227,-0.805454789,0.221624851,-0.088083504,0.001853843,-0.005252636,0.87252489,0.247637552,-1.47344086,0.412135873,-0.074472321,-0.005634685,9,0.388888889,0.067336534,-16,0.1,-0.009930849,-9,-0.214285714,-0.037024259,2,0.01010101,0.025162591,2,-0.125,-0.020991829,-7,-0.283333333,-0.019733208,0,0,0
2338657,2019/12/19 20:20,10421,5995,hard-legion,g2,0,2,0,3,45,11,1,0,26.00090121,3.359004193,25.82225921,2.109088961,0.522420827,1044.236476,1021.136351,0.533194854,62,14,79,32,13,0.538461538,2,0,35,0.4,1,0,0,0,0,1.046538462,0.224618348,13.84615385,5.156715619,1.346153846,1.439612867,1.047076923,0.225278788,72.81384615,9.78207115,68.66615385,8.672044864,0.480769231,0.32465275,1.082794118,0.232061386,13.04411765,3.599157677,1.338235294,0.901147865,1.082882353,0.232210954,74.01147059,8.931541146,70.85558824,8.405146775,0.566176471,0.352558003,4,0.25,0.425742574,4,0.75,0.551724138,9,0.555555556,0.526515152,0,0,0,2,0,0.36,6,0.5,0.503496503,1,1,0.666666667,7,0.285714286,0.442211055,8,0.5,0.46460177,7,0.285714286,0.438888889,9,0.555555556,0.509960159,10,0.6,0.6,11,0.636363636,0.545762712,16,0.6875,0.519274376,-5,-1,-1,-17,-18,-22,0.138461538,1,0,-0.036255656,-0.007443038,0.8020362,1.557557942,0.007918552,0.538465002,-0.03580543,-0.006932166,-1.19762444,0.850530004,-2.18943439,0.266898089,-0.08540724,-0.027905253,-3,-0.035714286,-0.016468481,-4,0.25,0.087122368,2,0.26984127,0.087626263,-9,-0.555555556,-0.509960159,-8,-0.6,-0.24,-5,-0.136363636,-0.042266208,-15,0.3125,0.14739229
2338658,2019/12/20 11:00,4863,4869,tyloo,ence,0,2,0,3,22,12,1,1,23.81924848,3.517994013,26.87255179,2.769995222,0.179082694,1049.4542,1016.005635,0.547988188,185,29,98,20,20,0.5,0,1,14,0.428571429,1,1,0,0,0,1.017857143,0.260928158,12.61904762,4.471882425,1.571428571,1.275088366,1.018714286,0.260854209,71.88380952,8.915332153,68.92857143,10.68323845,0.571428571,0.371153744,1.018709677,0.189374896,13.41935484,3.03500219,1.774193548,1.287900953,1.018516129,0.188877136,71.61870968,6.967043035,69.0516129,6.753302225,0.516129032,0.29740466,11,0.272727273,0.441281139,10,0.5,0.488721805,3,0.333333333,0.479452055,0,0,0,2,1,0.527777778,4,1,0.608695652,12,0.416666667,0.451048951,5,0.8,0.611111111,6,0,0.388535032,5,0.6,0.536585366,4,0.5,0.495327103,0,0,0,7,0.428571429,0.484536082,4,0.25,0.48,1,1,-1,87,9,6,0.071428571,-1,0,-0.000852534,0.071553262,-0.80030722,1.436880235,-0.202764977,-0.012812587,0.000198157,0.071977073,0.26509984,1.948289118,-0.12304147,3.929936225,0.055299539,0.073749084,6,-0.527272727,-0.169829972,4,0.5,0.100186773,-2,-0.266666667,-0.057133311,-4,-0.5,-0.495327103,2,1,0.527777778,-3,0.571428571,0.12415957,8,0.166666667,-0.028951049
2338659,2019/12/20 14:00,7020,7532,spirit,big,2,1,1,3,29,33,1,1,26.51709223,2.65967087,25.82677681,2.684414499,0.587102598,1037.602547,1063.023756,0.463481085,90,36,100,35,35,0.628571429,0,1,27,0.444444444,0,1,0,0,0,1.097384615,0.197182281,14.73846154,4.207235244,1.507692308,1.404641503,1.097446154,0.196318268,73.89261538,7.400876929,71.03815385,6.983926798,0.530769231,0.370829871,1.089016393,0.254247233,13.83606557,3.971952189,1.409836066,1.335235587,1.088918033,0.254544163,75.1252459,9.556692549,70.17868852,9.709482179,0.647540984,0.354644388,14,0.857142857,0.572139303,8,0.375,0.462809917,8,0.75,0.525345622,13,0.384615385,0.498607242,1,0,0.36,5,0,0.432624113,16,0.75,0.548387097,12,0.75,0.561349693,12,0.333333333,0.480645161,6,0.5,0.509803922,15,0.466666667,0.51010101,0,0,0,9,0.222222222,0.443965517,7,0.714285714,0.552631579,1,2,-1,-10,1,8,0.184126985,0,0,0.008368222,-0.057064952,0.90239597,0.235283055,0.097856242,0.069405916,0.008528121,-0.058225895,-1.23263052,-2.15581562,0.85946533,-2.725555381,-0.116771753,0.016185483,2,0.107142857,0.01078961,-4,0.041666667,-0.017835244,2,0.25,0.015541701,-2,-0.082051282,-0.011493768,1,0,0.36,-4,-0.222222222,-0.011341404,9,0.035714286,-0.004244482
2338660,2019/12/20 18:10,7718,4869,movistar-riders,ence,0,2,0,3,30,12,1,0,26.39267242,2.451605115,26.87255179,2.769995222,0.439027169,1011.53536,1016.005635,0.493567112,57,30,98,21,47,0.510638298,0,1,15,0.466666667,2,0,1,1,0.695652174,1.042168675,0.18028791,14.04819277,4.250878334,1.409638554,1.192710233,1.042481928,0.180319286,72.2746988,6.8693593,70.4053012,7.007519599,0.487951807,0.355472735,1.027272727,0.187200633,13.60606061,3.09387855,1.757575758,1.256023138,1.027151515,0.186759953,71.96060606,6.927096527,69.38363636,6.676746539,0.53030303,0.299984695,9,0.222222222,0.447876448,27,0.481481481,0.498727735,16,0.5,0.530474041,10,0.4,0.461254613,6,0.5,0.473372781,15,0.533333333,0.503896104,0,0,0,6,0.833333333,0.611842105,7,0.142857143,0.413978495,5,0.6,0.536585366,4,0.5,0.495327103,0,0,0,7,0.428571429,0.484536082,4,0.25,0.48,5,-1,-1,-41,9,32,0.043971631,-2,1,0.014895948,-0.006912723,0.44213216,1.156999784,-0.347937204,-0.063312905,0.015330413,-0.006440667,0.31409274,-0.057737227,1.02166484,0.33077306,-0.042351223,0.05548804,3,-0.611111111,-0.163965657,20,0.338624339,0.084749241,11,-0.1,-0.006111325,6,-0.1,-0.03407249,6,0.5,0.473372781,8,0.104761905,0.019360021,-4,-0.25,-0.48
2338661,2019/12/20 20:40,10421,7020,hard-legion,spirit,0,2,0,3,45,29,1,0,26.79053112,3.304734524,26.51709223,2.65967087,0.533503095,1049.066672,1037.602547,0.516492217,63,15,90,37,14,0.5,0,1,35,0.628571429,1,0,1,1,0.533333333,1.032142857,0.222684228,13.57142857,5.095015571,1.285714286,1.410601261,1.032714286,0.223252717,72.39785714,9.545449685,68.07857143,8.621759729,0.446428571,0.336454351,1.088333333,0.189517596,14.78787879,4.272942182,1.484848485,1.406073668,1.088333333,0.188831682,73.63484848,7.092344409,70.91333333,6.924885588,0.515151515,0.368963505,5,0.2,0.403225806,4,0.75,0.551724138,9,0.555555556,0.526515152,0,0,0,3,0,0.36,6,0.5,0.503496503,1,1,0.666666667,14,0.857142857,0.557416268,8,0.375,0.462809917,8,0.75,0.525345622,14,0.357142857,0.490909091,1,0,0.36,5,0,0.432624113,16,0.75,0.54587156,-1,0,2,-27,-22,-21,-0.128571429,-1,1,-0.056190476,0.033166632,-1.21645022,0.822073389,-0.199134199,0.004527593,-0.055619047,0.034421035,-1.23699134,2.453105276,-2.8347619,1.696874141,-0.068722944,-0.032509154,-9,-0.657142857,-0.154190461,-4,0.375,0.088914221,1,-0.194444444,0.001169529,-14,-0.357142857,-0.490909091,2,0,0,1,0.5,0.07087239,-15,0.25,0.120795107
2338662,2019/12/21 17:30,5995,4869,g2,ence,2,1,1,3,11,12,1,1,26.1071882,2.096647465,27.04806096,2.751791316,0.379609183,1026.672851,1011.485517,0.52184242,81,33,99,22,36,0.416666667,2,2,16,0.5,3,1,5,0.8,0.517777778,1.087571429,0.230511454,13.07142857,3.554962039,1.3,0.915735458,1.087657143,0.23064629,74.17285714,8.883799725,71.11714286,8.423419249,0.578571429,0.354921664,1.036857143,0.187277814,13.77142857,3.135836314,1.714285714,1.255193294,1.036914286,0.187043978,72.29028571,6.932423813,69.82971429,6.890291922,0.5,0.316227766,8,0.375,0.468468468,8,0.5,0.46460177,7,0.285714286,0.438888889,9,0.555555556,0.509960159,11,0.636363636,0.603703704,11,0.636363636,0.545762712,16,0.6875,0.519274376,7,0.857142857,0.619318182,7,0.142857143,0.413978495,6,0.666666667,0.539473684,4,0.5,0.495327103,0,0,0,7,0.428571429,0.484536082,4,0.25,0.48,7,3,3,-18,11,20,-0.083333333,-1,1,0.050714286,0.04323364,-0.7,0.419125725,-0.414285714,-0.339457836,0.050742857,0.043602312,1.88257143,1.951375912,1.28742857,1.533127327,0.078571429,0.038693898,1,-0.482142857,-0.150849713,1,0.357142857,0.050623275,1,-0.380952381,-0.100584795,5,0.055555556,0.014633057,11,0.636363636,0.603703704,4,0.207792208,0.061226629,12,0.4375,0.039274376
2338663,2019/12/21 22:15,8297,7020,furia,spirit,0,2,0,3,13,29,1,1,26.38522869,2.345573697,26.85270122,2.635809945,0.439700096,1037.891007,1042.967736,0.492694519,9,13,91,38,32,0.5,5,2,35,0.657142857,2,1,0,0,0,1.051186441,0.171761411,13.88135593,3.546708886,1.627118644,1.118387233,1.050847458,0.171958688,73.41355932,6.979928066,69.24983051,7.216259769,0.440677966,0.357542765,1.106666667,0.191622525,14.86363636,4.227924355,1.515151515,1.406073668,1.10669697,0.190944857,74.32181818,7.302227744,71.44454545,7.108009819,0.515151515,0.368963505,17,0.647058824,0.524520256,10,0.6,0.490909091,7,0.285714286,0.493449782,11,0.454545455,0.487972509,8,0.375,0.452380952,6,0.166666667,0.467065868,0,0,0,14,0.857142857,0.557416268,9,0.444444444,0.486692015,7,0.857142857,0.556122449,14,0.357142857,0.490909091,1,0,0.36,5,0,0.432624113,16,0.8125,0.564516129,2,1,-1,-82,-25,-3,-0.157142857,3,1,-0.055480226,-0.019861114,-0.98228043,-0.681215469,0.111967129,-0.287686435,-0.055849512,-0.018986169,-0.90825886,-0.322299678,-2.19471494,0.10824995,-0.074473549,-0.01142074,3,-0.210084034,-0.032896012,1,0.155555556,0.004217076,0,-0.571428571,-0.062672667,-3,0.097402597,-0.002936582,7,0.375,0.092380952,1,0.166666667,0.034441755,-16,-0.8125,-0.564516129
2338665,2019/12/22 19:00,5995,7020,g2,spirit,2,0,1,3,11,29,1,1,26.73768084,2.072155142,27.55826901,2.588951476,0.39322208,1026.772753,1033.044159,0.490975702,82,34,92,39,37,0.432432432,3,1,36,0.666666667,3,1,0,0,0,1.086849315,0.225915954,13.2739726,3.661200769,1.301369863,0.901823594,1.086986301,0.226059302,74.13863014,8.704578753,70.9769863,8.316882761,0.582191781,0.351257025,1.1125,0.192746214,14.82352941,4.17957631,1.529411765,1.398219332,1.112588235,0.192186202,74.46323529,7.285067411,71.51411765,7.017064124,0.522058824,0.368161405,9,0.444444444,0.478087649,8,0.5,0.46460177,7,0.285714286,0.438888889,9,0.555555556,0.509960159,11,0.636363636,0.603703704,12,0.666666667,0.543806647,17,0.647058824,0.515923567,15,0.866666667,0.568493151,9,0.444444444,0.486692015,7,0.857142857,0.556122449,15,0.4,0.497572816,1,0,0.36,5,0,0.432624113,16,0.8125,0.564516129,0,1,-1,-10,-5,1,-0.234234235,0,0,-0.025650685,0.03316974,-1.54955681,-0.518375541,-0.228041902,-0.496395738,-0.025601934,0.0338731,-0.32460515,1.419511342,-0.53713135,1.299818637,0.060132957,-0.01690438,-6,-0.422222222,-0.090405501,-1,0.055555556,-0.022090245,0,-0.571428571,-0.11723356,-6,0.155555556,0.012387344,10,0.636363636,0.243703704,7,0.666666667,0.111182533,1,-0.165441176,-0.048592562
2338965,2020/01/24 12:00,5378,7532,virtuspro,big,8,16,1,1,19,46,1,0,25.08685095,2.032030695,25.00419124,2.324063944,0.511075232,1012.906288,1038.911864,0.462644703,37,3,11,2,38,0.473684211,0,36,19,0.368421053,0,11,2,0,0.442546584,1.012941176,0.210294323,13.63235294,4.115624503,1.279411765,1.315580706,1.012970588,0.210446442,71.46176471,7.862793797,68.80323529,8.334286808,0.492647059,0.326440778,1.05925,0.234706066,14.525,4.031051352,1.6,1.462873884,1.0588,0.234550975,74.459,9.511947172,69.213,9.308024012,0.5875,0.368908864,13,0.307692308,0.44092219,10,0.4,0.465986395,8,0.375,0.484162896,12,0.666666667,0.549382716,7,0.285714286,0.408045977,15,0.4,0.473193473,3,0.333333333,0.494505495,9,0.555555556,0.545816733,6,0.333333333,0.487804878,4,0.25,0.469387755,9,0.555555556,0.567460317,1,0,0.476190476,6,0.166666667,0.394736842,5,0.4,0.448979592,5,3,-1,26,1,19,0.105263158,0,25,-0.046308824,-0.024411743,-0.89264706,0.084573151,-0.320588235,-0.147293178,-0.045829412,-0.024104533,-2.99723529,-1.649153375,-0.40976471,-0.973737204,-0.094852941,-0.042468086,4,-0.247863248,-0.104894543,4,0.066666667,-0.021818483,4,0.125,0.014775141,3,0.111111111,-0.018077601,6,0.285714286,-0.068144499,9,0.233333333,0.078456631,-2,-0.066666667,0.045525903
2338966,2020/01/24 13:30,7533,8637,north,sprout,16,4,0,1,21,30,1,0,28.09630094,2.584708467,26.41246742,2.419878517,0.707341621,1008.51531,994.2347688,0.520539785,0,1,11,3,20,0.55,0,16,18,0.5,1,11,0,0,0,1.016315789,0.195937974,13.18421053,4.644494552,1.631578947,1.440413914,1.016850877,0.195639881,71.4522807,8.253093912,67.73578947,8.039221169,0.421052632,0.334945317,1.048139535,0.227465876,13.48837209,4.228211415,1.697674419,1.471194479,1.04772093,0.228294213,73.2972093,9.393145033,68.6544186,8.7550292,0.430232558,0.35076984,6,0.5,0.496503497,5,0.8,0.53968254,6,0.333333333,0.430167598,7,0.571428571,0.507109005,5,0.4,0.503875969,5,0.4,0.4453125,4,0.75,0.568807339,8,0.5,0.5,6,0.333333333,0.469135802,5,0.4,0.475177305,8,0.5,0.513368984,1,1,0.523809524,7,0.571428571,0.517412935,8,0.625,0.532110092,-3,0,-3,-11,-2,2,0.05,-1,5,-0.031823746,-0.031527902,-0.30416156,0.416283137,-0.066095472,-0.030780565,-0.030870053,-0.032654332,-1.8449286,-1.140051121,-0.91862913,-0.715808031,-0.009179926,-0.015824523,-2,0,-0.003496503,-1,0.466666667,0.070546737,1,-0.066666667,-0.045009707,-1,0.071428571,-0.006259979,4,-0.6,-0.019933555,-2,-0.171428571,-0.072100435,-4,0.125,0.036697248
2338967,2020/01/24 15:30,5752,6211,cloud9,renegades,10,16,0,1,17,24,1,0,30.06050821,3.16836324,28.06503668,5.220762707,0.69700182,1051.399876,810.635223,0.799945337,16,7,0,1,11,0.818181818,7,11,4,0.5,0,50,0,0,0,1.046842105,0.297198368,12.31578947,3.277557364,2.052631579,1.431733738,1.046105263,0.296502045,71.83578947,11.79830956,68.30842105,12.58439521,0.552631579,0.320145396,0.941111111,0.190697226,12.77777778,2.249828526,1.111111111,0.99380799,0.942888889,0.190244547,69.43333333,8.450251804,66.06222222,8.114570952,0.5,0.333333333,0,0,0,7,0.714285714,0.524064171,4,0.75,0.587628866,2,0.5,0.5,1,1,0.727272727,2,0,0.474576271,3,0.666666667,0.519480519,2,0.5,0.5625,2,0,0.319148936,0,0,0,3,0.666666667,0.493975904,0,0,0,1,0,0.333333333,1,0,0.304347826,3,2,5,16,6,7,0.318181818,7,-39,0.105730994,0.106501142,-0.46198831,1.027728838,0.941520468,0.437925748,0.103216374,0.106257498,2.40245614,3.348057756,2.24619883,4.469824258,0.052631579,-0.013187937,-2,-0.5,-0.5625,5,0.714285714,0.204915235,4,0.75,0.587628866,-1,-0.166666667,0.006024096,1,1,0.727272727,1,0,0.141242938,2,0.666666667,0.215132693
2338968,2020/01/24 17:00,7175,8362,heroic,mad-lions,10,16,0,1,16,18,1,0,27.1953992,2.205239121,27.55909385,2.222198028,0.45153103,1057.905109,1009.967565,0.568553202,116,45,42,11,27,0.592592593,1,12,10,0.6,3,12,2,0,0.376311844,1.103103448,0.248632168,14.0862069,3.788751422,1.086206897,0.969971254,1.103068966,0.248829873,74.9162069,9.637666377,71.26241379,9.520552054,0.586206897,0.336538298,1.122380952,0.184104131,14.23809524,2.826823253,1.523809524,1.258080458,1.12247619,0.183656931,74.68095238,7.137825402,72.30857143,7.666159581,0.476190476,0.326459743,6,0.833333333,0.577922078,11,0.454545455,0.501650165,8,0.875,0.595454545,15,0.666666667,0.537859008,10,0.5,0.502040816,7,0.428571429,0.463855422,1,0,0.428571429,2,1,0.695652174,0,0,0,4,0.75,0.585858586,4,0.75,0.544642857,2,0.5,0.574468085,5,1,0.55625,4,0.25,0.481132075,5,-2,-3,74,34,17,-0.007407407,-2,0,-0.019277504,0.064528037,-0.15188834,0.961928169,-0.437602627,-0.288109204,-0.019407224,0.065172942,0.23525452,2.499840975,-1.04615764,1.854392473,0.110016421,0.010078555,4,-0.166666667,-0.117730096,11,0.454545455,0.501650165,4,0.125,0.00959596,11,-0.083333333,-0.006783849,8,0,-0.072427269,2,-0.571428571,-0.092394578,-3,-0.25,-0.052560647
2338969,2020/01/24 18:30,7532,6211,big,renegades,16,8,0,1,46,24,1,0,25.00419124,2.324063944,28.06503668,5.220762707,0.207057829,1038.911864,810.635223,0.788192745,11,3,0,2,20,0.35,0,0,5,0.6,1,0,0,0,0,1.062195122,0.232573222,14.51219512,3.982412256,1.585365854,1.447885081,1.061658537,0.23237728,74.35707317,9.417321416,69.27268293,9.201556344,0.573170732,0.375483032,0.968,0.198080792,13,2.236067977,1.3,1.1,0.9694,0.197228903,70.97,9.247604014,66.994,8.189964835,0.55,0.35,9,0.555555556,0.545816733,7,0.428571429,0.510638298,4,0.25,0.469387755,9,0.555555556,0.567460317,1,0,0.476190476,6,0.166666667,0.394736842,5,0.4,0.448979592,2,0.5,0.5625,2,0,0.319148936,1,1,0.615384615,3,0.666666667,0.493975904,0,0,0,1,0,0.333333333,1,0,0.304347826,7,2,3,11,1,15,-0.25,-1,0,0.094195122,0.03449243,1.51219512,1.746344279,0.285365854,0.347885081,0.092258537,0.035148377,3.38707317,0.169717402,2.27868293,1.011591509,0.023170732,0.025483032,7,0.055555556,-0.016683267,5,0.428571429,0.191489362,3,-0.75,-0.14599686,6,-0.111111111,0.073484414,1,0,0.476190476,5,0.166666667,0.061403509,4,0.4,0.144631766
2338970,2020/01/24 19:55,7533,8362,north,mad-lions,10,16,0,1,21,18,1,0,28.09630094,2.584708467,27.55909385,2.222198028,0.569961819,1008.51531,1009.967565,0.497910049,0,2,42,12,21,0.523809524,0,0,11,0.636363636,4,0,5,0.4,0.408774929,1.023589744,0.198539374,13.17948718,4.584655538,1.641025641,1.423019172,1.024059829,0.198162497,71.60529915,8.201025185,67.97333333,8.069457877,0.435897436,0.343053543,1.125,0.18027126,14.13636364,2.800900091,1.5,1.23398836,1.125090909,0.179833991,74.79272727,6.992501296,72.48272727,7.532302064,0.477272727,0.318992474,6,0.5,0.496503497,5,0.8,0.53968254,6,0.333333333,0.430167598,7,0.571428571,0.507109005,5,0.4,0.503875969,5,0.4,0.4453125,5,0.8,0.604651163,2,1,0.695652174,0,0,0,4,0.75,0.585858586,4,0.75,0.544642857,2,0.5,0.574468085,5,1,0.55625,5,0.4,0.507575758,5,-3,-3,-42,-10,10,-0.112554112,-4,0,-0.101410256,0.018268114,-0.95687646,1.783755447,0.141025641,0.189030812,-0.10103108,0.018328506,-3.18742812,1.208523889,-4.50939394,0.537155813,-0.041375291,0.024061069,4,-0.5,-0.199148677,5,0.8,0.53968254,2,-0.416666667,-0.155690988,3,-0.178571429,-0.037533852,3,-0.1,-0.070592116,0,-0.6,-0.1109375,0,0.4,0.097075405
